name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,id_source
jaron blossomgame,2016,999.0,1993-09-16,2016-06-25,22.773,nba_api_commonplayerinfo,combine_player_id
jarrod uthoff,2016,999.0,1993-05-19,2016-06-25,23.102,nba_api_commonplayerinfo,combine_player_id
josh hart,2016,999.0,1995-03-06,2016-06-25,21.306,nba_api_commonplayerinfo,combine_player_id
justin jackson,2016,999.0,,2016-06-25,,common_player_info_error:KeyError,combine_player_id
kyle wiltjer,2016,999.0,1992-10-20,2016-06-25,23.68,nba_api_commonplayerinfo,combine_player_id
malik newman,2016,999.0,1997-02-21,2016-06-25,19.34,nba_api_commonplayerinfo,combine_player_id
marcus lee,2016,999.0,,2016-06-25,,common_player_info_error:KeyError,combine_player_id
melo trimble,2016,999.0,,2016-06-25,,common_player_info_error:KeyError,combine_player_id
nigel hayes,2016,999.0,1994-12-16,2016-06-25,21.525,nba_api_commonplayerinfo,combine_player_id
perry ellis,2016,999.0,1993-09-14,2016-06-25,22.779,nba_api_commonplayerinfo,combine_player_id
ron baker,2016,999.0,1993-03-30,2016-06-25,23.239,nba_api_commonplayerinfo,combine_player_id
troy williams,2016,999.0,1994-12-30,2016-06-25,21.487,nba_api_commonplayerinfo,combine_player_id
wayne selden,2016,999.0,1994-09-30,2016-06-25,21.736,nba_api_commonplayerinfo,combine_player_id
markelle fultz,2017,1.0,1998-05-29,2017-06-25,19.075,nba_api_commonplayerinfo,draft_history_person_id
lonzo ball,2017,2.0,1997-10-27,2017-06-25,19.661,nba_api_commonplayerinfo,draft_history_person_id
jayson tatum,2017,3.0,1998-03-03,2017-06-25,19.313,nba_api_commonplayerinfo,draft_history_person_id
josh jackson,2017,4.0,1997-02-10,2017-06-25,20.37,nba_api_commonplayerinfo,draft_history_person_id
de aaron fox,2017,5.0,1997-12-20,2017-06-25,19.513,nba_api_commonplayerinfo,draft_history_person_id
jonathan isaac,2017,6.0,1997-10-03,2017-06-25,19.726,nba_api_commonplayerinfo,draft_history_person_id
lauri markkanen,2017,7.0,1997-05-22,2017-06-25,20.093,nba_api_commonplayerinfo,draft_history_person_id
frank ntilikina,2017,8.0,1998-07-28,2017-06-25,18.91,nba_api_commonplayerinfo,draft_history_person_id
dennis smith,2017,9.0,1997-11-25,2017-06-25,19.581,nba_api_commonplayerinfo,draft_history_person_id
zach collins,2017,10.0,1997-11-19,2017-06-25,19.598,nba_api_commonplayerinfo,draft_history_person_id
malik monk,2017,11.0,1998-02-04,2017-06-25,19.387,nba_api_commonplayerinfo,draft_history_person_id
luke kennard,2017,12.0,1996-06-24,2017-06-25,21.002,nba_api_commonplayerinfo,draft_history_person_id
donovan mitchell,2017,13.0,1996-09-07,2017-06-25,20.797,nba_api_commonplayerinfo,draft_history_person_id
bam adebayo,2017,14.0,1997-07-18,2017-06-25,19.937,nba_api_commonplayerinfo,draft_history_person_id
justin jackson,2017,15.0,1995-03-28,2017-06-25,22.245,nba_api_commonplayerinfo,draft_history_person_id
justin patton,2017,16.0,1997-06-14,2017-06-25,20.03,nba_api_commonplayerinfo,draft_history_person_id
d j wilson,2017,17.0,1996-02-19,2017-06-25,21.347,nba_api_commonplayerinfo,draft_history_person_id
t j leaf,2017,18.0,1997-04-30,2017-06-25,20.153,nba_api_commonplayerinfo,draft_history_person_id
john collins,2017,19.0,1997-09-23,2017-06-25,19.754,nba_api_commonplayerinfo,draft_history_person_id
harry giles,2017,20.0,1998-04-22,2017-06-25,19.176,nba_api_commonplayerinfo,draft_history_person_id
terrance ferguson,2017,21.0,1998-05-17,2017-06-25,19.107,nba_api_commonplayerinfo,draft_history_person_id
jarrett allen,2017,22.0,1998-04-21,2017-06-25,19.179,nba_api_commonplayerinfo,draft_history_person_id
og anunoby,2017,23.0,1997-07-17,2017-06-25,19.94,nba_api_commonplayerinfo,draft_history_person_id
tyler lydon,2017,24.0,1996-04-09,2017-06-25,21.21,nba_api_commonplayerinfo,draft_history_person_id
anzejs pasecniks,2017,25.0,1995-12-20,2017-06-25,21.514,nba_api_commonplayerinfo,draft_history_person_id
caleb swanigan,2017,26.0,1997-04-18,2017-06-25,20.186,nba_api_commonplayerinfo,draft_history_person_id
kyle kuzma,2017,27.0,1995-07-24,2017-06-25,21.922,nba_api_commonplayerinfo,draft_history_person_id
tony bradley,2017,28.0,1998-01-08,2017-06-25,19.461,nba_api_commonplayerinfo,draft_history_person_id
derrick white,2017,29.0,1994-07-02,2017-06-25,22.982,nba_api_commonplayerinfo,draft_history_person_id
josh hart,2017,30.0,1995-03-06,2017-06-25,22.305,nba_api_commonplayerinfo,draft_history_person_id
frank jackson,2017,31.0,1998-05-04,2017-06-25,19.143,nba_api_commonplayerinfo,draft_history_person_id
davon reed,2017,32.0,1995-06-11,2017-06-25,22.04,nba_api_commonplayerinfo,draft_history_person_id
wes iwundu,2017,33.0,1994-12-20,2017-06-25,22.513,nba_api_commonplayerinfo,draft_history_person_id
frank mason,2017,34.0,1994-04-03,2017-06-25,23.228,nba_api_commonplayerinfo,draft_history_person_id
ivan rabb,2017,35.0,1997-02-04,2017-06-25,20.386,nba_api_commonplayerinfo,draft_history_person_id
jonah bolden,2017,36.0,1996-01-02,2017-06-25,21.478,nba_api_commonplayerinfo,draft_history_person_id
semi ojeleye,2017,37.0,1994-12-05,2017-06-25,22.554,nba_api_commonplayerinfo,draft_history_person_id
jordan bell,2017,38.0,1995-01-07,2017-06-25,22.464,nba_api_commonplayerinfo,draft_history_person_id
jawun evans,2017,39.0,1996-07-26,2017-06-25,20.914,nba_api_commonplayerinfo,draft_history_person_id
dwayne bacon,2017,40.0,1995-08-30,2017-06-25,21.821,nba_api_commonplayerinfo,draft_history_person_id
tyler dorsey,2017,41.0,1996-02-18,2017-06-25,21.35,nba_api_commonplayerinfo,draft_history_person_id
thomas bryant,2017,42.0,1997-07-31,2017-06-25,19.901,nba_api_commonplayerinfo,draft_history_person_id
isaiah hartenstein,2017,43.0,1998-05-05,2017-06-25,19.14,nba_api_commonplayerinfo,draft_history_person_id
damyean dotson,2017,44.0,1994-05-06,2017-06-25,23.138,nba_api_commonplayerinfo,draft_history_person_id
dillon brooks,2017,45.0,1996-01-22,2017-06-25,21.424,nba_api_commonplayerinfo,draft_history_person_id
sterling brown,2017,46.0,1995-02-10,2017-06-25,22.371,nba_api_commonplayerinfo,draft_history_person_id
ike anigbogu,2017,47.0,1998-10-16,2017-06-25,18.691,nba_api_commonplayerinfo,draft_history_person_id
sindarius thornwell,2017,48.0,1994-11-15,2017-06-25,22.609,nba_api_commonplayerinfo,draft_history_person_id
vlatko cancar,2017,49.0,1997-04-10,2017-06-25,20.208,nba_api_commonplayerinfo,draft_history_person_id
mathias lessort,2017,50.0,,2017-06-25,,common_player_info_error:KeyError,draft_history_person_id
monte morris,2017,51.0,1995-06-27,2017-06-25,21.996,nba_api_commonplayerinfo,draft_history_person_id
edmond sumner,2017,52.0,1995-12-31,2017-06-25,21.484,nba_api_commonplayerinfo,draft_history_person_id
kadeem allen,2017,53.0,1993-01-15,2017-06-25,24.441,nba_api_commonplayerinfo,draft_history_person_id
alec peters,2017,54.0,1995-04-13,2017-06-25,22.201,nba_api_commonplayerinfo,draft_history_person_id
nigel williams goss,2017,55.0,1994-09-16,2017-06-25,22.773,nba_api_commonplayerinfo,draft_history_person_id
jabari bird,2017,56.0,1994-07-03,2017-06-25,22.979,nba_api_commonplayerinfo,draft_history_person_id
sasha vezenkov,2017,57.0,1995-08-06,2017-06-25,21.886,nba_api_commonplayerinfo,draft_history_person_id
ognjen jaramaz,2017,58.0,,2017-06-25,,common_player_info_error:KeyError,draft_history_person_id
jaron blossomgame,2017,59.0,1993-09-16,2017-06-25,23.773,nba_api_commonplayerinfo,draft_history_person_id
alpha kaba,2017,60.0,,2017-06-25,,common_player_info_error:KeyError,draft_history_person_id
cameron oliver,2017,999.0,1996-07-11,2017-06-25,20.956,nba_api_commonplayerinfo,combine_player_id
chris boucher,2017,999.0,1993-01-11,2017-06-25,24.452,nba_api_commonplayerinfo,combine_player_id
derrick walton,2017,999.0,1995-04-03,2017-06-25,22.229,nba_api_commonplayerinfo,combine_player_id
devin robinson,2017,999.0,1995-03-07,2017-06-25,22.303,nba_api_commonplayerinfo,combine_player_id
hamidou diallo,2017,999.0,1998-07-31,2017-06-25,18.902,nba_api_commonplayerinfo,combine_player_id
isaiah briscoe,2017,999.0,1996-04-13,2017-06-25,21.199,nba_api_commonplayerinfo,combine_player_id
isaiah hicks,2017,999.0,1994-07-24,2017-06-25,22.921,nba_api_commonplayerinfo,combine_player_id
j beachem,2017,999.0,,2017-06-25,,common_player_info_error:KeyError,combine_player_id
jamel artis,2017,999.0,1993-01-12,2017-06-25,24.449,nba_api_commonplayerinfo,combine_player_id
johnathan motley,2017,999.0,1995-05-04,2017-06-25,22.144,nba_api_commonplayerinfo,combine_player_id
justin jackson umd,2017,999.0,,2017-06-25,,common_player_info_error:KeyError,combine_player_id
kennedy meeks,2017,999.0,,2017-06-25,,common_player_info_error:KeyError,combine_player_id
kobi simmons,2017,999.0,1997-07-04,2017-06-25,19.975,nba_api_commonplayerinfo,combine_player_id
melo trimble,2017,999.0,,2017-06-25,,common_player_info_error:KeyError,combine_player_id
moritz wagner,2017,999.0,1997-04-26,2017-06-25,20.164,nba_api_commonplayerinfo,combine_player_id
nigel hayes,2017,999.0,1994-12-16,2017-06-25,22.524,nba_api_commonplayerinfo,combine_player_id
omer yurtseven,2017,999.0,,2017-06-25,,common_player_info_error:KeyError,combine_player_id
peter jok,2017,999.0,,2017-06-25,,common_player_info_error:KeyError,combine_player_id
pj dozier,2017,999.0,1996-10-25,2017-06-25,20.665,nba_api_commonplayerinfo,combine_player_id
rawle alkins,2017,999.0,1997-10-29,2017-06-25,19.655,nba_api_commonplayerinfo,combine_player_id
svi mykhailiuk,2017,999.0,1997-06-10,2017-06-25,20.041,nba_api_commonplayerinfo,combine_player_id
thomas welsh,2017,999.0,1996-02-03,2017-06-25,21.391,nba_api_commonplayerinfo,combine_player_id
deandre ayton,2018,1.0,1998-07-23,2018-06-25,19.923,nba_api_commonplayerinfo,draft_history_person_id
marvin bagley,2018,2.0,1999-03-14,2018-06-25,19.283,nba_api_commonplayerinfo,draft_history_person_id
luka doncic,2018,3.0,1999-02-28,2018-06-25,19.321,nba_api_commonplayerinfo,draft_history_person_id
jaren jackson,2018,4.0,1999-09-15,2018-06-25,18.776,nba_api_commonplayerinfo,draft_history_person_id
trae young,2018,5.0,1998-09-19,2018-06-25,19.765,nba_api_commonplayerinfo,draft_history_person_id
mo bamba,2018,6.0,1998-05-12,2018-06-25,20.12,nba_api_commonplayerinfo,draft_history_person_id
wendell carter,2018,7.0,1999-04-16,2018-06-25,19.192,nba_api_commonplayerinfo,draft_history_person_id
collin sexton,2018,8.0,1999-01-04,2018-06-25,19.472,nba_api_commonplayerinfo,draft_history_person_id
kevin knox,2018,9.0,1999-08-11,2018-06-25,18.872,nba_api_commonplayerinfo,draft_history_person_id
mikal bridges,2018,10.0,1996-08-30,2018-06-25,21.818,nba_api_commonplayerinfo,draft_history_person_id
shai gilgeous alexander,2018,11.0,1998-07-12,2018-06-25,19.953,nba_api_commonplayerinfo,draft_history_person_id
miles bridges,2018,12.0,1998-03-21,2018-06-25,20.263,nba_api_commonplayerinfo,draft_history_person_id
jerome robinson,2018,13.0,1997-02-22,2018-06-25,21.336,nba_api_commonplayerinfo,draft_history_person_id
michael porter,2018,14.0,1998-06-29,2018-06-25,19.989,nba_api_commonplayerinfo,draft_history_person_id
troy brown,2018,15.0,1999-07-28,2018-06-25,18.91,nba_api_commonplayerinfo,draft_history_person_id
zhaire smith,2018,16.0,1999-06-04,2018-06-25,19.058,nba_api_commonplayerinfo,draft_history_person_id
donte divincenzo,2018,17.0,1997-01-31,2018-06-25,21.396,nba_api_commonplayerinfo,draft_history_person_id
lonnie walker,2018,18.0,1998-12-14,2018-06-25,19.529,nba_api_commonplayerinfo,draft_history_person_id
kevin huerter,2018,19.0,1998-08-27,2018-06-25,19.828,nba_api_commonplayerinfo,draft_history_person_id
josh okogie,2018,20.0,1998-09-01,2018-06-25,19.814,nba_api_commonplayerinfo,draft_history_person_id
grayson allen,2018,21.0,1995-10-08,2018-06-25,22.713,nba_api_commonplayerinfo,draft_history_person_id
chandler hutchison,2018,22.0,1996-04-26,2018-06-25,22.163,nba_api_commonplayerinfo,draft_history_person_id
aaron holiday,2018,23.0,1996-09-30,2018-06-25,21.733,nba_api_commonplayerinfo,draft_history_person_id
anfernee simons,2018,24.0,1999-06-08,2018-06-25,19.047,nba_api_commonplayerinfo,draft_history_person_id
moritz wagner,2018,25.0,1997-04-26,2018-06-25,21.164,nba_api_commonplayerinfo,draft_history_person_id
landry shamet,2018,26.0,1997-03-13,2018-06-25,21.284,nba_api_commonplayerinfo,draft_history_person_id
robert williams,2018,27.0,1997-10-17,2018-06-25,20.687,nba_api_commonplayerinfo,draft_history_person_id
jacob evans,2018,28.0,1997-06-18,2018-06-25,21.018,nba_api_commonplayerinfo,draft_history_person_id
dzanan musa,2018,29.0,1999-05-08,2018-06-25,19.132,nba_api_commonplayerinfo,draft_history_person_id
omari spellman,2018,30.0,1997-07-21,2018-06-25,20.928,nba_api_commonplayerinfo,draft_history_person_id
elie okobo,2018,31.0,1997-10-23,2018-06-25,20.671,nba_api_commonplayerinfo,draft_history_person_id
jevon carter,2018,32.0,1995-09-14,2018-06-25,22.779,nba_api_commonplayerinfo,draft_history_person_id
jalen brunson,2018,33.0,1996-08-31,2018-06-25,21.815,nba_api_commonplayerinfo,draft_history_person_id
devonte graham,2018,34.0,1995-02-22,2018-06-25,23.337,nba_api_commonplayerinfo,draft_history_person_id
melvin frazier,2018,35.0,1996-08-30,2018-06-25,21.818,nba_api_commonplayerinfo,draft_history_person_id
mitchell robinson,2018,36.0,1998-04-01,2018-06-25,20.233,nba_api_commonplayerinfo,draft_history_person_id
gary trent,2018,37.0,1999-01-18,2018-06-25,19.433,nba_api_commonplayerinfo,draft_history_person_id
khyri thomas,2018,38.0,1996-05-08,2018-06-25,22.13,nba_api_commonplayerinfo,draft_history_person_id
isaac bonga,2018,39.0,1999-11-08,2018-06-25,18.628,nba_api_commonplayerinfo,draft_history_person_id
rodions kurucs,2018,40.0,1998-02-05,2018-06-25,20.383,nba_api_commonplayerinfo,draft_history_person_id
jarred vanderbilt,2018,41.0,1999-04-03,2018-06-25,19.228,nba_api_commonplayerinfo,draft_history_person_id
bruce brown,2018,42.0,1996-08-15,2018-06-25,21.859,nba_api_commonplayerinfo,draft_history_person_id
justin jackson,2018,43.0,,2018-06-25,,common_player_info_error:KeyError,draft_history_person_id
issuf sanon,2018,44.0,,2018-06-25,,common_player_info_error:KeyError,draft_history_person_id
hamidou diallo,2018,45.0,1998-07-31,2018-06-25,19.901,nba_api_commonplayerinfo,draft_history_person_id
de anthony melton,2018,46.0,1998-05-28,2018-06-25,20.077,nba_api_commonplayerinfo,draft_history_person_id
svi mykhailiuk,2018,47.0,1997-06-10,2018-06-25,21.04,nba_api_commonplayerinfo,draft_history_person_id
keita bates diop,2018,48.0,1996-01-23,2018-06-25,22.42,nba_api_commonplayerinfo,draft_history_person_id
chimezie metu,2018,49.0,1997-03-22,2018-06-25,21.259,nba_api_commonplayerinfo,draft_history_person_id
alize johnson,2018,50.0,1996-04-22,2018-06-25,22.174,nba_api_commonplayerinfo,draft_history_person_id
tony carr,2018,51.0,1997-10-11,2018-06-25,20.704,nba_api_commonplayerinfo,draft_history_person_id
vincent edwards,2018,52.0,1996-04-05,2018-06-25,22.22,nba_api_commonplayerinfo,draft_history_person_id
devon hall,2018,53.0,1995-07-07,2018-06-25,22.968,nba_api_commonplayerinfo,draft_history_person_id
shake milton,2018,54.0,1996-09-26,2018-06-25,21.744,nba_api_commonplayerinfo,draft_history_person_id
arnoldas kulboka,2018,55.0,1998-01-04,2018-06-25,20.471,nba_api_commonplayerinfo,draft_history_person_id
ray spalding,2018,56.0,1997-03-11,2018-06-25,21.29,nba_api_commonplayerinfo,draft_history_person_id
kevin hervey,2018,57.0,1996-07-09,2018-06-25,21.96,nba_api_commonplayerinfo,draft_history_person_id
thomas welsh,2018,58.0,1996-02-03,2018-06-25,22.39,nba_api_commonplayerinfo,draft_history_person_id
george king,2018,59.0,1994-01-15,2018-06-25,24.441,nba_api_commonplayerinfo,draft_history_person_id
kostas antetokounmpo,2018,60.0,1997-11-20,2018-06-25,20.594,nba_api_commonplayerinfo,draft_history_person_id
allonzo trier,2018,999.0,1996-01-17,2018-06-25,22.437,nba_api_commonplayerinfo,combine_player_id
austin wiley,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
billy preston,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
brandon mccoy,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
brian bowen,2018,999.0,1998-10-02,2018-06-25,19.729,nba_api_commonplayerinfo,combine_player_id
bruno fernando,2018,999.0,1998-08-15,2018-06-25,19.86,nba_api_commonplayerinfo,combine_player_id
caleb martin,2018,999.0,1995-09-28,2018-06-25,22.741,nba_api_commonplayerinfo,combine_player_id
carsen edwards,2018,999.0,1998-03-12,2018-06-25,20.287,nba_api_commonplayerinfo,combine_player_id
cody martin,2018,999.0,1995-09-28,2018-06-25,22.741,nba_api_commonplayerinfo,combine_player_id
isaac haas,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
jaylen barford,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
jaylen hands,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
jontay porter,2018,999.0,1999-11-15,2018-06-25,18.609,nba_api_commonplayerinfo,combine_player_id
keenan evans,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
kenrich williams,2018,999.0,1994-12-02,2018-06-25,23.562,nba_api_commonplayerinfo,combine_player_id
kris wilkes,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
malik newman,2018,999.0,1997-02-21,2018-06-25,21.339,nba_api_commonplayerinfo,combine_player_id
pj washington,2018,999.0,1998-08-23,2018-06-25,19.838,nba_api_commonplayerinfo,combine_player_id
rawle alkins,2018,999.0,1997-10-29,2018-06-25,20.654,nba_api_commonplayerinfo,combine_player_id
sagaba konate,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
theo pinson,2018,999.0,1995-11-05,2018-06-25,22.637,nba_api_commonplayerinfo,combine_player_id
trevon duval,2018,999.0,1998-08-03,2018-06-25,19.893,nba_api_commonplayerinfo,combine_player_id
tyus battle,2018,999.0,,2018-06-25,,common_player_info_error:KeyError,combine_player_id
udoka azubuike,2018,999.0,1999-09-17,2018-06-25,18.771,nba_api_commonplayerinfo,combine_player_id
yante maten,2018,999.0,1996-08-14,2018-06-25,21.862,nba_api_commonplayerinfo,combine_player_id
zion williamson,2019,1.0,2000-07-06,2019-06-25,18.968,nba_api_commonplayerinfo,draft_history_person_id
ja morant,2019,2.0,1999-08-10,2019-06-25,19.874,nba_api_commonplayerinfo,draft_history_person_id
rj barrett,2019,3.0,2000-06-14,2019-06-25,19.028,nba_api_commonplayerinfo,draft_history_person_id
de andre hunter,2019,4.0,1997-12-02,2019-06-25,21.561,nba_api_commonplayerinfo,draft_history_person_id
darius garland,2019,5.0,2000-01-26,2019-06-25,19.411,nba_api_commonplayerinfo,draft_history_person_id
jarrett culver,2019,6.0,1999-02-20,2019-06-25,20.342,nba_api_commonplayerinfo,draft_history_person_id
coby white,2019,7.0,2000-02-16,2019-06-25,19.354,nba_api_commonplayerinfo,draft_history_person_id
