name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,id_source
nemanja nedovic,2013,30.0,1991-06-16,2013-06-25,22.026,nba_api_commonplayerinfo,draft_history_person_id
allen crabbe,2013,31.0,1992-04-09,2013-06-25,21.21,nba_api_commonplayerinfo,draft_history_person_id
alex abrines,2013,32.0,1993-08-01,2013-06-25,19.899,nba_api_commonplayerinfo,draft_history_person_id
carrick felix,2013,33.0,1990-08-17,2013-06-25,22.856,nba_api_commonplayerinfo,draft_history_person_id
isaiah canaan,2013,34.0,1991-05-21,2013-06-25,22.097,nba_api_commonplayerinfo,draft_history_person_id
glen rice,2013,35.0,1991-01-01,2013-06-25,22.48,nba_api_commonplayerinfo,draft_history_person_id
ray mccallum,2013,36.0,1991-06-12,2013-06-25,22.037,nba_api_commonplayerinfo,draft_history_person_id
tony mitchell,2013,37.0,1992-04-07,2013-06-25,21.216,nba_api_commonplayerinfo,draft_history_person_id
nate wolters,2013,38.0,1991-05-15,2013-06-25,22.114,nba_api_commonplayerinfo,draft_history_person_id
jeff withey,2013,39.0,1990-03-07,2013-06-25,23.302,nba_api_commonplayerinfo,draft_history_person_id
grant jerrett,2013,40.0,1993-07-08,2013-06-25,19.964,nba_api_commonplayerinfo,draft_history_person_id
jamaal franklin,2013,41.0,1991-07-21,2013-06-25,21.93,nba_api_commonplayerinfo,draft_history_person_id
pierre jackson,2013,42.0,1991-08-29,2013-06-25,21.823,nba_api_commonplayerinfo,draft_history_person_id
ricky ledo,2013,43.0,1992-09-10,2013-06-25,20.789,nba_api_commonplayerinfo,draft_history_person_id
mike muscala,2013,44.0,1991-07-01,2013-06-25,21.985,nba_api_commonplayerinfo,draft_history_person_id
marko todorovic,2013,45.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
erick green,2013,46.0,1991-05-09,2013-06-25,22.13,nba_api_commonplayerinfo,draft_history_person_id
raul neto,2013,47.0,1992-05-19,2013-06-25,21.101,nba_api_commonplayerinfo,draft_history_person_id
ryan kelly,2013,48.0,1991-04-09,2013-06-25,22.212,nba_api_commonplayerinfo,draft_history_person_id
erik murphy,2013,49.0,1990-10-26,2013-06-25,22.664,nba_api_commonplayerinfo,draft_history_person_id
james ennis,2013,50.0,1990-07-01,2013-06-25,22.984,nba_api_commonplayerinfo,draft_history_person_id
romero osby,2013,51.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
lorenzo brown,2013,52.0,1990-08-26,2013-06-25,22.831,nba_api_commonplayerinfo,draft_history_person_id
colton iverson,2013,53.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
arsalan kazemi,2013,54.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
joffrey lauvergne,2013,55.0,1991-09-30,2013-06-25,21.736,nba_api_commonplayerinfo,draft_history_person_id
peyton siva,2013,56.0,1990-10-24,2013-06-25,22.669,nba_api_commonplayerinfo,draft_history_person_id
alex oriakhi,2013,57.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
deshaun thomas,2013,58.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
bojan dubljevic,2013,59.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
janis timma,2013,60.0,,2013-06-25,,common_player_info_error:KeyError,draft_history_person_id
adonis thomas,2013,999.0,1993-03-25,2013-06-25,20.252,nba_api_commonplayerinfo,combine_player_id
bj young,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
brandon davies,2013,999.0,1991-07-25,2013-06-25,21.919,nba_api_commonplayerinfo,combine_player_id
brandon paul,2013,999.0,1991-04-30,2013-06-25,22.155,nba_api_commonplayerinfo,combine_player_id
cj leslie,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
dewayne dedmon,2013,999.0,1989-08-12,2013-06-25,23.869,nba_api_commonplayerinfo,combine_player_id
jackie carmichael,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
james southerland,2013,999.0,1990-04-28,2013-06-25,23.159,nba_api_commonplayerinfo,combine_player_id
kenny kadji,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
myck kabongo,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
norvel pelle,2013,999.0,1993-02-03,2013-06-25,20.389,nba_api_commonplayerinfo,combine_player_id
phil pressey,2013,999.0,1991-02-17,2013-06-25,22.352,nba_api_commonplayerinfo,combine_player_id
richard howell,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
robert covington,2013,999.0,1990-12-14,2013-06-25,22.53,nba_api_commonplayerinfo,combine_player_id
seth curry,2013,999.0,1990-08-23,2013-06-25,22.839,nba_api_commonplayerinfo,combine_player_id
trevor mbakwe,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
vander blue,2013,999.0,1992-07-17,2013-06-25,20.939,nba_api_commonplayerinfo,combine_player_id
will clyburn,2013,999.0,,2013-06-25,,common_player_info_error:KeyError,combine_player_id
andrew wiggins,2014,1.0,1995-02-23,2014-06-25,19.335,nba_api_commonplayerinfo,draft_history_person_id
jabari parker,2014,2.0,1995-03-15,2014-06-25,19.28,nba_api_commonplayerinfo,draft_history_person_id
joel embiid,2014,3.0,1994-03-16,2014-06-25,20.277,nba_api_commonplayerinfo,draft_history_person_id
aaron gordon,2014,4.0,1995-09-16,2014-06-25,18.773,nba_api_commonplayerinfo,draft_history_person_id
dante exum,2014,5.0,1995-07-13,2014-06-25,18.951,nba_api_commonplayerinfo,draft_history_person_id
marcus smart,2014,6.0,1994-03-06,2014-06-25,20.304,nba_api_commonplayerinfo,draft_history_person_id
julius randle,2014,7.0,1994-11-29,2014-06-25,19.57,nba_api_commonplayerinfo,draft_history_person_id
nik stauskas,2014,8.0,1993-10-07,2014-06-25,20.715,nba_api_commonplayerinfo,draft_history_person_id
noah vonleh,2014,9.0,1995-08-24,2014-06-25,18.836,nba_api_commonplayerinfo,draft_history_person_id
elfrid payton,2014,10.0,1994-02-22,2014-06-25,20.337,nba_api_commonplayerinfo,draft_history_person_id
doug mcdermott,2014,11.0,1992-01-03,2014-06-25,22.475,nba_api_commonplayerinfo,draft_history_person_id
dario saric,2014,12.0,1994-04-08,2014-06-25,20.214,nba_api_commonplayerinfo,draft_history_person_id
zach lavine,2014,13.0,1995-03-10,2014-06-25,19.294,nba_api_commonplayerinfo,draft_history_person_id
t j warren,2014,14.0,1993-09-05,2014-06-25,20.802,nba_api_commonplayerinfo,draft_history_person_id
adreian payne,2014,15.0,1991-02-19,2014-06-25,23.346,nba_api_commonplayerinfo,draft_history_person_id
jusuf nurkic,2014,16.0,1994-08-23,2014-06-25,19.838,nba_api_commonplayerinfo,draft_history_person_id
james young,2014,17.0,1995-08-16,2014-06-25,18.858,nba_api_commonplayerinfo,draft_history_person_id
tyler ennis,2014,18.0,1994-08-24,2014-06-25,19.836,nba_api_commonplayerinfo,draft_history_person_id
gary harris,2014,19.0,1994-09-14,2014-06-25,19.778,nba_api_commonplayerinfo,draft_history_person_id
bruno caboclo,2014,20.0,1995-09-21,2014-06-25,18.76,nba_api_commonplayerinfo,draft_history_person_id
mitch mcgary,2014,21.0,1992-06-06,2014-06-25,22.051,nba_api_commonplayerinfo,draft_history_person_id
jordan adams,2014,22.0,1994-07-08,2014-06-25,19.964,nba_api_commonplayerinfo,draft_history_person_id
rodney hood,2014,23.0,1992-10-20,2014-06-25,21.678,nba_api_commonplayerinfo,draft_history_person_id
shabazz napier,2014,24.0,1991-07-14,2014-06-25,22.949,nba_api_commonplayerinfo,draft_history_person_id
clint capela,2014,25.0,1994-05-18,2014-06-25,20.104,nba_api_commonplayerinfo,draft_history_person_id
pj hairston,2014,26.0,1992-12-24,2014-06-25,21.5,nba_api_commonplayerinfo,draft_history_person_id
bogdan bogdanovic,2014,27.0,1992-08-18,2014-06-25,21.851,nba_api_commonplayerinfo,draft_history_person_id
c j wilcox,2014,28.0,1990-12-30,2014-06-25,23.485,nba_api_commonplayerinfo,draft_history_person_id
josh huestis,2014,29.0,1991-12-19,2014-06-25,22.516,nba_api_commonplayerinfo,draft_history_person_id
kyle anderson,2014,30.0,1993-09-20,2014-06-25,20.761,nba_api_commonplayerinfo,draft_history_person_id
damien inglis,2014,31.0,1995-05-20,2014-06-25,19.099,nba_api_commonplayerinfo,draft_history_person_id
kj mcdaniels,2014,32.0,1993-02-09,2014-06-25,21.372,nba_api_commonplayerinfo,draft_history_person_id
joe harris,2014,33.0,1991-09-06,2014-06-25,22.801,nba_api_commonplayerinfo,draft_history_person_id
cleanthony early,2014,34.0,1991-04-17,2014-06-25,23.19,nba_api_commonplayerinfo,draft_history_person_id
jarnell stokes,2014,35.0,1994-01-07,2014-06-25,20.463,nba_api_commonplayerinfo,draft_history_person_id
johnny o bryant,2014,36.0,1993-06-01,2014-06-25,21.065,nba_api_commonplayerinfo,draft_history_person_id
deandre daniels,2014,37.0,,2014-06-25,,common_player_info_error:KeyError,draft_history_person_id
spencer dinwiddie,2014,38.0,1993-04-06,2014-06-25,21.218,nba_api_commonplayerinfo,draft_history_person_id
jerami grant,2014,39.0,1994-03-12,2014-06-25,20.287,nba_api_commonplayerinfo,draft_history_person_id
glenn robinson,2014,40.0,1994-01-08,2014-06-25,20.46,nba_api_commonplayerinfo,draft_history_person_id
nikola jokic,2014,41.0,1995-02-19,2014-06-25,19.346,nba_api_commonplayerinfo,draft_history_person_id
nick johnson,2014,42.0,1992-12-22,2014-06-25,21.506,nba_api_commonplayerinfo,draft_history_person_id
edy tavares,2014,43.0,1992-03-22,2014-06-25,22.259,nba_api_commonplayerinfo,draft_history_person_id
markel brown,2014,44.0,1992-01-29,2014-06-25,22.404,nba_api_commonplayerinfo,draft_history_person_id
dwight powell,2014,45.0,1991-07-20,2014-06-25,22.932,nba_api_commonplayerinfo,draft_history_person_id
jordan clarkson,2014,46.0,1992-06-07,2014-06-25,22.048,nba_api_commonplayerinfo,draft_history_person_id
russ smith,2014,47.0,1991-04-19,2014-06-25,23.184,nba_api_commonplayerinfo,draft_history_person_id
lamar patterson,2014,48.0,1991-08-12,2014-06-25,22.869,nba_api_commonplayerinfo,draft_history_person_id
cameron bairstow,2014,49.0,1990-12-07,2014-06-25,23.548,nba_api_commonplayerinfo,draft_history_person_id
alec brown,2014,50.0,,2014-06-25,,common_player_info_error:KeyError,draft_history_person_id
thanasis antetokounmpo,2014,51.0,1992-07-18,2014-06-25,21.936,nba_api_commonplayerinfo,draft_history_person_id
vasilije micic,2014,52.0,1994-01-13,2014-06-25,20.446,nba_api_commonplayerinfo,draft_history_person_id
alessandro gentile,2014,53.0,,2014-06-25,,common_player_info_error:KeyError,draft_history_person_id
nemanja dangubic,2014,54.0,,2014-06-25,,common_player_info_error:KeyError,draft_history_person_id
semaj christon,2014,55.0,1992-11-01,2014-06-25,21.645,nba_api_commonplayerinfo,draft_history_person_id
devyn marble,2014,56.0,1992-09-21,2014-06-25,21.758,nba_api_commonplayerinfo,draft_history_person_id
louis labeyrie,2014,57.0,,2014-06-25,,common_player_info_error:KeyError,draft_history_person_id
jordan mcrae,2014,58.0,1991-03-28,2014-06-25,23.244,nba_api_commonplayerinfo,draft_history_person_id
xavier thames,2014,59.0,,2014-06-25,,common_player_info_error:KeyError,draft_history_person_id
cory jefferson,2014,60.0,1990-12-26,2014-06-25,23.496,nba_api_commonplayerinfo,draft_history_person_id
aaron craft,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
alex kirk,2014,999.0,1991-11-14,2014-06-25,22.612,nba_api_commonplayerinfo,combine_player_id
c j fair,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
deonte burton,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
jabari brown,2014,999.0,1992-12-18,2014-06-25,21.517,nba_api_commonplayerinfo,combine_player_id
james mcadoo,2014,999.0,1993-01-04,2014-06-25,21.47,nba_api_commonplayerinfo,combine_player_id
jordan bachynski,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
kendall williams,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
khem birch,2014,999.0,1992-09-28,2014-06-25,21.739,nba_api_commonplayerinfo,combine_player_id
laquinton ross,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
melvin ejim,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
patric young,2014,999.0,,2014-06-25,,common_player_info_error:KeyError,combine_player_id
sean kilpatrick,2014,999.0,1990-01-06,2014-06-25,24.465,nba_api_commonplayerinfo,combine_player_id
karl anthony towns,2015,1.0,1995-11-15,2015-06-25,19.608,nba_api_commonplayerinfo,draft_history_person_id
d angelo russell,2015,2.0,1996-02-23,2015-06-25,19.335,nba_api_commonplayerinfo,draft_history_person_id
jahlil okafor,2015,3.0,1995-12-15,2015-06-25,19.526,nba_api_commonplayerinfo,draft_history_person_id
kristaps porzingis,2015,4.0,1995-08-02,2015-06-25,19.896,nba_api_commonplayerinfo,draft_history_person_id
mario hezonja,2015,5.0,1995-02-25,2015-06-25,20.329,nba_api_commonplayerinfo,draft_history_person_id
willie cauley stein,2015,6.0,1993-08-18,2015-06-25,21.851,nba_api_commonplayerinfo,draft_history_person_id
emmanuel mudiay,2015,7.0,1996-03-05,2015-06-25,19.305,nba_api_commonplayerinfo,draft_history_person_id
stanley johnson,2015,8.0,1996-05-29,2015-06-25,19.072,nba_api_commonplayerinfo,draft_history_person_id
frank kaminsky,2015,9.0,1993-04-04,2015-06-25,22.223,nba_api_commonplayerinfo,draft_history_person_id
justise winslow,2015,10.0,1996-03-26,2015-06-25,19.247,nba_api_commonplayerinfo,draft_history_person_id
myles turner,2015,11.0,1996-03-24,2015-06-25,19.253,nba_api_commonplayerinfo,draft_history_person_id
trey lyles,2015,12.0,1995-11-05,2015-06-25,19.636,nba_api_commonplayerinfo,draft_history_person_id
devin booker,2015,13.0,1996-10-30,2015-06-25,18.65,nba_api_commonplayerinfo,draft_history_person_id
cameron payne,2015,14.0,1994-08-08,2015-06-25,20.879,nba_api_commonplayerinfo,draft_history_person_id
kelly oubre,2015,15.0,1995-12-09,2015-06-25,19.543,nba_api_commonplayerinfo,draft_history_person_id
terry rozier,2015,16.0,1994-03-17,2015-06-25,21.273,nba_api_commonplayerinfo,draft_history_person_id
rashad vaughn,2015,17.0,1996-08-16,2015-06-25,18.856,nba_api_commonplayerinfo,draft_history_person_id
sam dekker,2015,18.0,1994-05-06,2015-06-25,21.136,nba_api_commonplayerinfo,draft_history_person_id
jerian grant,2015,19.0,1992-10-09,2015-06-25,22.708,nba_api_commonplayerinfo,draft_history_person_id
delon wright,2015,20.0,1992-04-26,2015-06-25,23.162,nba_api_commonplayerinfo,draft_history_person_id
justin anderson,2015,21.0,1993-11-19,2015-06-25,21.596,nba_api_commonplayerinfo,draft_history_person_id
bobby portis,2015,22.0,1995-02-10,2015-06-25,20.37,nba_api_commonplayerinfo,draft_history_person_id
rondae hollis jefferson,2015,23.0,1995-01-03,2015-06-25,20.474,nba_api_commonplayerinfo,draft_history_person_id
tyus jones,2015,24.0,1996-05-10,2015-06-25,19.124,nba_api_commonplayerinfo,draft_history_person_id
jarell martin,2015,25.0,1994-05-24,2015-06-25,21.087,nba_api_commonplayerinfo,draft_history_person_id
nikola milutinov,2015,26.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
larry nance,2015,27.0,1993-01-01,2015-06-25,22.478,nba_api_commonplayerinfo,draft_history_person_id
rj hunter,2015,28.0,1993-10-24,2015-06-25,21.667,nba_api_commonplayerinfo,draft_history_person_id
chris mccullough,2015,29.0,1995-02-05,2015-06-25,20.383,nba_api_commonplayerinfo,draft_history_person_id
kevon looney,2015,30.0,1996-02-06,2015-06-25,19.381,nba_api_commonplayerinfo,draft_history_person_id
cedi osman,2015,31.0,1995-04-08,2015-06-25,20.214,nba_api_commonplayerinfo,draft_history_person_id
montrezl harrell,2015,32.0,1994-01-26,2015-06-25,21.41,nba_api_commonplayerinfo,draft_history_person_id
jordan mickey,2015,33.0,1994-07-09,2015-06-25,20.961,nba_api_commonplayerinfo,draft_history_person_id
anthony brown,2015,34.0,1992-10-10,2015-06-25,22.705,nba_api_commonplayerinfo,draft_history_person_id
willy hernangomez,2015,35.0,1994-05-27,2015-06-25,21.079,nba_api_commonplayerinfo,draft_history_person_id
rakeem christmas,2015,36.0,1991-12-01,2015-06-25,23.565,nba_api_commonplayerinfo,draft_history_person_id
richaun holmes,2015,37.0,1993-10-15,2015-06-25,21.692,nba_api_commonplayerinfo,draft_history_person_id
darrun hilliard,2015,38.0,1993-04-13,2015-06-25,22.198,nba_api_commonplayerinfo,draft_history_person_id
juan pablo vaulet,2015,39.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
josh richardson,2015,40.0,1993-09-15,2015-06-25,21.774,nba_api_commonplayerinfo,draft_history_person_id
pat connaughton,2015,41.0,1993-01-06,2015-06-25,22.464,nba_api_commonplayerinfo,draft_history_person_id
olivier hanlan,2015,42.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
joe young,2015,43.0,1992-06-27,2015-06-25,22.992,nba_api_commonplayerinfo,draft_history_person_id
andrew harrison,2015,44.0,1994-10-28,2015-06-25,20.657,nba_api_commonplayerinfo,draft_history_person_id
marcus thornton,2015,45.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
norman powell,2015,46.0,1993-05-25,2015-06-25,22.084,nba_api_commonplayerinfo,draft_history_person_id
arturas gudaitis,2015,47.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
dakari johnson,2015,48.0,1995-09-22,2015-06-25,19.756,nba_api_commonplayerinfo,draft_history_person_id
aaron white,2015,49.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
marcus eriksson,2015,50.0,1993-12-05,2015-06-25,21.552,nba_api_commonplayerinfo,draft_history_person_id
tyler harvey,2015,51.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
satnam singh,2015,52.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
sir dominic pointer,2015,53.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
daniel diez,2015,54.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
cady lalanne,2015,55.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
branden dawson,2015,56.0,1993-02-01,2015-06-25,22.393,nba_api_commonplayerinfo,draft_history_person_id
nikola radicevic,2015,57.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
jp tokoto,2015,58.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
dimitrios agravanis,2015,59.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
luka mitrovic,2015,60.0,,2015-06-25,,common_player_info_error:KeyError,draft_history_person_id
aaron harrison,2015,999.0,1994-10-28,2015-06-25,20.657,nba_api_commonplayerinfo,combine_player_id
alan williams,2015,999.0,1993-01-28,2015-06-25,22.404,nba_api_commonplayerinfo,combine_player_id
brandon ashley,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
chasson randle,2015,999.0,1993-02-05,2015-06-25,22.382,nba_api_commonplayerinfo,combine_player_id
chris walker,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
christian wood,2015,999.0,1995-09-27,2015-06-25,19.743,nba_api_commonplayerinfo,combine_player_id
cliff alexander,2015,999.0,1995-11-16,2015-06-25,19.606,nba_api_commonplayerinfo,combine_player_id
corey hawkins,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
dez wells,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
jonathan holmes,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
keifer sykes,2015,999.0,1993-12-30,2015-06-25,21.484,nba_api_commonplayerinfo,combine_player_id
michael frazier,2015,999.0,1994-03-08,2015-06-25,21.298,nba_api_commonplayerinfo,combine_player_id
michael qualls,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
quinn cook,2015,999.0,1993-03-23,2015-06-25,22.256,nba_api_commonplayerinfo,combine_player_id
robert upshaw,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
ryan boatright,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
terran petteway,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,combine_player_id
tj mcconnell,2015,999.0,1992-03-25,2015-06-25,23.25,nba_api_commonplayerinfo,combine_player_id
treveon graham,2015,999.0,1993-10-28,2015-06-25,21.656,nba_api_commonplayerinfo,combine_player_id
vince hunter,2015,999.0,1994-08-05,2015-06-25,20.887,nba_api_commonplayerinfo,combine_player_id
ben simmons,2016,1.0,1996-07-20,2016-06-25,19.932,nba_api_commonplayerinfo,draft_history_person_id
brandon ingram,2016,2.0,1997-09-02,2016-06-25,18.812,nba_api_commonplayerinfo,draft_history_person_id
jaylen brown,2016,3.0,1996-10-24,2016-06-25,19.669,nba_api_commonplayerinfo,draft_history_person_id
dragan bender,2016,4.0,1997-11-17,2016-06-25,18.604,nba_api_commonplayerinfo,draft_history_person_id
kris dunn,2016,5.0,1994-03-18,2016-06-25,22.272,nba_api_commonplayerinfo,draft_history_person_id
buddy hield,2016,6.0,1992-12-17,2016-06-25,23.521,nba_api_commonplayerinfo,draft_history_person_id
jamal murray,2016,7.0,1997-02-23,2016-06-25,19.335,nba_api_commonplayerinfo,draft_history_person_id
marquese chriss,2016,8.0,1997-07-02,2016-06-25,18.982,nba_api_commonplayerinfo,draft_history_person_id
jakob poeltl,2016,9.0,1995-10-15,2016-06-25,20.695,nba_api_commonplayerinfo,draft_history_person_id
thon maker,2016,10.0,1997-02-25,2016-06-25,19.329,nba_api_commonplayerinfo,draft_history_person_id
domantas sabonis,2016,11.0,1996-05-03,2016-06-25,20.145,nba_api_commonplayerinfo,draft_history_person_id
taurean prince,2016,12.0,1994-03-22,2016-06-25,22.261,nba_api_commonplayerinfo,draft_history_person_id
georgios papagiannis,2016,13.0,1997-07-03,2016-06-25,18.979,nba_api_commonplayerinfo,draft_history_person_id
denzel valentine,2016,14.0,1993-11-16,2016-06-25,22.606,nba_api_commonplayerinfo,draft_history_person_id
juancho hernangomez,2016,15.0,1995-09-28,2016-06-25,20.742,nba_api_commonplayerinfo,draft_history_person_id
guerschon yabusele,2016,16.0,1995-12-17,2016-06-25,20.523,nba_api_commonplayerinfo,draft_history_person_id
wade baldwin,2016,17.0,1996-03-29,2016-06-25,20.241,nba_api_commonplayerinfo,draft_history_person_id
henry ellenson,2016,18.0,1997-01-13,2016-06-25,19.447,nba_api_commonplayerinfo,draft_history_person_id
malik beasley,2016,19.0,1996-11-26,2016-06-25,19.578,nba_api_commonplayerinfo,draft_history_person_id
caris levert,2016,20.0,1994-08-25,2016-06-25,21.834,nba_api_commonplayerinfo,draft_history_person_id
deandre bembry,2016,21.0,1994-07-04,2016-06-25,21.977,nba_api_commonplayerinfo,draft_history_person_id
malachi richardson,2016,22.0,1996-01-05,2016-06-25,20.471,nba_api_commonplayerinfo,draft_history_person_id
ante zizic,2016,23.0,1997-01-04,2016-06-25,19.472,nba_api_commonplayerinfo,draft_history_person_id
timothe luwawu cabarrot,2016,24.0,1995-05-09,2016-06-25,21.131,nba_api_commonplayerinfo,draft_history_person_id
brice johnson,2016,25.0,1994-06-27,2016-06-25,21.996,nba_api_commonplayerinfo,draft_history_person_id
furkan korkmaz,2016,26.0,1997-07-24,2016-06-25,18.921,nba_api_commonplayerinfo,draft_history_person_id
pascal siakam,2016,27.0,1994-04-02,2016-06-25,22.231,nba_api_commonplayerinfo,draft_history_person_id
skal labissiere,2016,28.0,1996-03-18,2016-06-25,20.271,nba_api_commonplayerinfo,draft_history_person_id
dejounte murray,2016,29.0,1996-09-19,2016-06-25,19.765,nba_api_commonplayerinfo,draft_history_person_id
damian jones,2016,30.0,1995-06-30,2016-06-25,20.988,nba_api_commonplayerinfo,draft_history_person_id
deyonta davis,2016,31.0,1996-12-02,2016-06-25,19.562,nba_api_commonplayerinfo,draft_history_person_id
ivica zubac,2016,32.0,1997-03-18,2016-06-25,19.272,nba_api_commonplayerinfo,draft_history_person_id
cheick diallo,2016,33.0,1996-09-13,2016-06-25,19.781,nba_api_commonplayerinfo,draft_history_person_id
tyler ulis,2016,34.0,1996-01-05,2016-06-25,20.471,nba_api_commonplayerinfo,draft_history_person_id
rade zagorac,2016,35.0,,2016-06-25,,common_player_info_error:KeyError,draft_history_person_id
malcolm brogdon,2016,36.0,1992-12-11,2016-06-25,23.537,nba_api_commonplayerinfo,draft_history_person_id
chinanu onuaku,2016,37.0,1996-11-01,2016-06-25,19.647,nba_api_commonplayerinfo,draft_history_person_id
patrick mccaw,2016,38.0,1995-10-25,2016-06-25,20.668,nba_api_commonplayerinfo,draft_history_person_id
david michineau,2016,39.0,,2016-06-25,,common_player_info_error:KeyError,draft_history_person_id
diamond stone,2016,40.0,1997-02-10,2016-06-25,19.37,nba_api_commonplayerinfo,draft_history_person_id
stephen zimmerman,2016,41.0,1996-09-09,2016-06-25,19.792,nba_api_commonplayerinfo,draft_history_person_id
isaiah whitehead,2016,42.0,1995-03-08,2016-06-25,21.3,nba_api_commonplayerinfo,draft_history_person_id
zhou qi,2016,43.0,1996-01-16,2016-06-25,20.441,nba_api_commonplayerinfo,draft_history_person_id
isaia cordinier,2016,44.0,,2016-06-25,,common_player_info_error:KeyError,draft_history_person_id
demetrius jackson,2016,45.0,1994-09-07,2016-06-25,21.799,nba_api_commonplayerinfo,draft_history_person_id
aj hammons,2016,46.0,1992-08-27,2016-06-25,23.828,nba_api_commonplayerinfo,draft_history_person_id
jake layman,2016,47.0,1994-03-07,2016-06-25,22.303,nba_api_commonplayerinfo,draft_history_person_id
paul zipser,2016,48.0,1994-02-18,2016-06-25,22.349,nba_api_commonplayerinfo,draft_history_person_id
michael gbinije,2016,49.0,1992-06-05,2016-06-25,24.055,nba_api_commonplayerinfo,draft_history_person_id
georges niang,2016,50.0,1993-06-17,2016-06-25,23.023,nba_api_commonplayerinfo,draft_history_person_id
ben bentil,2016,51.0,1995-03-29,2016-06-25,21.243,nba_api_commonplayerinfo,draft_history_person_id
joel bolomboy,2016,52.0,1994-01-28,2016-06-25,22.407,nba_api_commonplayerinfo,draft_history_person_id
petr cornelie,2016,53.0,1995-07-26,2016-06-25,20.917,nba_api_commonplayerinfo,draft_history_person_id
kay felder,2016,54.0,1995-03-29,2016-06-25,21.243,nba_api_commonplayerinfo,draft_history_person_id
marcus paige,2016,55.0,1993-09-11,2016-06-25,22.787,nba_api_commonplayerinfo,draft_history_person_id
daniel hamilton,2016,56.0,1995-08-08,2016-06-25,20.882,nba_api_commonplayerinfo,draft_history_person_id
wang zhelin,2016,57.0,,2016-06-25,,common_player_info_error:KeyError,draft_history_person_id
abdel nader,2016,58.0,1993-09-25,2016-06-25,22.749,nba_api_commonplayerinfo,draft_history_person_id
isaiah cousins,2016,59.0,,2016-06-25,,common_player_info_error:KeyError,draft_history_person_id
tyrone wallace,2016,60.0,1994-06-10,2016-06-25,22.042,nba_api_commonplayerinfo,draft_history_person_id
caleb swanigan,2016,999.0,1997-04-18,2016-06-25,19.187,nba_api_commonplayerinfo,combine_player_id
cat barber,2016,999.0,1994-07-25,2016-06-25,21.919,nba_api_commonplayerinfo,combine_player_id
dorian finney smith,2016,999.0,1993-05-04,2016-06-25,23.143,nba_api_commonplayerinfo,combine_player_id
elgin cook,2016,999.0,,2016-06-25,,common_player_info_error:KeyError,combine_player_id
gary payton,2016,999.0,1992-12-01,2016-06-25,23.565,nba_api_commonplayerinfo,combine_player_id
