name,draft_year,sportsref_player_raw,sportsref_url,sportsref_match_method,sportsref_match_score,sportsref_school,sportsref_conf,sportsref_season,sportsref_games,sportsref_games_started,sportsref_mpg,sportsref_ppg,sportsref_rpg,sportsref_apg,sportsref_spg,sportsref_bpg,sportsref_tpg,sportsref_fg_pct,sportsref_two_pct,sportsref_three_pct,sportsref_ft_pct
steve logan,2002,steve logan,https://www.sports-reference.com/cbb/players/steve-logan-1.html,slug_search,100.0,Cincinnati,CUSA,2001-02,35.0,35.0,34.1,22.0,3.1,5.3,0.9,0.0,2.5,0.457,0.519,0.374,0.873
tamar slay,2002,tamar slay,https://www.sports-reference.com/cbb/players/tamar-slay-1.html,slug_search,100.0,Marshall,MAC,2001-02,30.0,30.0,34.4,18.9,5.4,2.4,1.6,0.5,3.0,0.446,0.468,0.419,0.731
tayshaun prince,2002,tayshaun prince,https://www.sports-reference.com/cbb/players/tayshaun-prince-1.html,slug_search,100.0,Kentucky,SEC,2001-02,32.0,32.0,33.3,17.5,6.3,1.6,1.1,1.3,2.0,0.467,0.564,0.34,0.703
tito maddox,2002,tito maddox,https://www.sports-reference.com/cbb/players/tito-maddox-1.html,slug_search,100.0,Fresno St.,WAC,2000-01,25.0,24.0,32.3,13.5,5.8,8.0,1.6,0.2,5.2,0.391,0.427,0.286,0.703
vincent yarbrough,2002,vincent yarbrough,https://www.sports-reference.com/cbb/players/vincent-yarbrough-1.html,slug_search,100.0,Tennessee,SEC,2001-02,31.0,31.0,35.4,18.1,7.5,2.8,1.9,0.8,3.0,0.425,0.462,0.359,0.687
brandon hunter,2003,brandon hunter,https://www.sports-reference.com/cbb/players/brandon-hunter-1.html,slug_search,100.0,Ohio,MAC,2002-03,30.0,30.0,38.2,21.5,12.6,2.6,0.8,1.2,3.6,0.523,0.545,0.297,0.594
brian cook,2003,brian cook,https://www.sports-reference.com/cbb/players/brian-cook-1.html,slug_search,100.0,Illinois,Big Ten,2002-03,30.0,30.0,31.3,20.0,7.6,2.0,0.7,0.4,2.8,0.479,0.526,0.303,0.82
carmelo anthony,2003,carmelo anthony,https://www.sports-reference.com/cbb/players/carmelo-anthony-1.html,slug_search,100.0,Syracuse,Big East,2002-03,35.0,35.0,36.4,22.2,10.0,2.2,1.6,0.9,2.2,0.453,0.496,0.337,0.706
chris bosh,2003,chris bosh,https://www.sports-reference.com/cbb/players/chris-bosh-1.html,slug_search,100.0,Ga Tech,ACC,2002-03,31.0,31.0,31.0,15.6,9.0,1.2,1.0,2.2,2.3,0.56,0.575,0.478,0.73
chris kaman,2003,chris kaman,https://www.sports-reference.com/cbb/players/chris-kaman-1.html,slug_search,100.0,Central Mich.,MAC,2002-03,31.0,31.0,34.0,22.4,12.0,1.2,0.6,3.2,4.4,0.622,0.622,,0.749
dahntay jones,2003,dahntay jones,https://www.sports-reference.com/cbb/players/dahntay-jones-1.html,slug_search,100.0,Duke,ACC,2002-03,33.0,30.0,30.7,17.7,5.5,0.9,1.2,0.5,1.9,0.47,0.498,0.398,0.749
david west,2003,david west,https://www.sports-reference.com/cbb/players/david-west-1.html,slug_search,100.0,Xavier,A-10,2002-03,32.0,32.0,36.5,20.1,11.8,3.2,1.3,1.6,2.7,0.513,0.524,0.346,0.816
derrick zimmerman,2003,derrick zimmerman,https://www.sports-reference.com/cbb/players/derrick-zimmerman-1.html,slug_search,100.0,Miss. St.,SEC,2002-03,31.0,31.0,33.0,8.9,4.2,5.5,1.9,0.8,3.4,0.476,0.538,0.288,0.649
dwyane wade,2003,dwyane wade,https://www.sports-reference.com/cbb/players/dwyane-wade-1.html,slug_search,100.0,Marquette,CUSA,2002-03,33.0,33.0,32.1,21.5,6.3,4.4,2.2,1.3,3.2,0.501,0.519,0.318,0.779
james jones,2003,james jones,https://www.sports-reference.com/cbb/players/james-jones-1.html,slug_search,100.0,Miami (FL),Big East,2002-03,28.0,28.0,34.2,16.9,6.0,1.8,1.6,1.8,2.5,0.447,0.466,0.4,0.831
jarvis hayes,2003,jarvis hayes,https://www.sports-reference.com/cbb/players/jarvis-hayes-1.html,slug_search,100.0,Georgia,SEC,2002-03,27.0,27.0,32.3,18.3,4.4,2.0,1.1,0.4,1.4,0.503,0.544,0.425,0.784
jason kapono,2003,jason kapono,https://www.sports-reference.com/cbb/players/jason-kapono-1.html,slug_search,100.0,UCLA,Pac-10,2002-03,29.0,29.0,33.4,16.8,5.2,2.0,0.6,0.0,2.1,0.457,0.502,0.398,0.88
josh howard,2003,josh howard,https://www.sports-reference.com/cbb/players/josh-howard-1.html,slug_search,100.0,Wake Forest,ACC,2002-03,31.0,31.0,32.3,19.5,8.3,1.9,2.1,1.5,2.6,0.477,0.528,0.373,0.833
keith bogans,2003,keith bogans,https://www.sports-reference.com/cbb/players/keith-bogans-1.html,slug_search,100.0,Kentucky,SEC,2002-03,36.0,35.0,29.7,15.7,3.8,2.7,1.2,0.1,2.2,0.456,0.528,0.383,0.738
kirk hinrich,2003,kirk hinrich,https://www.sports-reference.com/cbb/players/kirk-hinrich-1.html,slug_search,100.0,Kansas,Big 12,2002-03,37.0,37.0,33.5,17.3,3.8,3.5,1.9,0.4,2.2,0.475,0.532,0.406,0.704
kyle korver,2003,kyle korver,https://www.sports-reference.com/cbb/players/kyle-korver-1.html,slug_search,100.0,Creighton,MVC,2002-03,34.0,34.0,31.8,17.8,6.4,3.1,1.5,0.7,2.0,0.468,0.443,0.48,0.908
luke ridnour,2003,luke ridnour,https://www.sports-reference.com/cbb/players/luke-ridnour-1.html,slug_search,100.0,Oregon,Pac-10,2002-03,33.0,33.0,35.4,19.7,3.4,6.6,1.9,0.1,3.9,0.432,0.473,0.382,0.88
luke walton,2003,luke walton,https://www.sports-reference.com/cbb/players/luke-walton-1.html,slug_search,100.0,Arizona,Pac-10,2002-03,28.0,28.0,27.6,10.8,5.6,5.1,0.9,0.3,2.8,0.42,0.434,0.384,0.678
marcus banks,2003,marcus banks,https://www.sports-reference.com/cbb/players/marcus-banks-1.html,slug_search,100.0,UNLV,MWC,2002-03,32.0,32.0,36.1,20.3,3.3,5.5,2.8,0.1,3.9,0.514,0.583,0.336,0.757
mario austin,2003,mario austin,https://www.sports-reference.com/cbb/players/mario-austin-1.html,slug_search,100.0,Miss. St.,SEC,2002-03,25.0,24.0,32.9,15.5,7.7,1.2,1.1,0.7,2.4,0.534,0.539,0.417,0.664
matt bonner,2003,matt bonner,https://www.sports-reference.com/cbb/players/matt-bonner-1.html,slug_search,100.0,Florida,SEC,2002-03,33.0,33.0,31.4,15.2,6.1,1.5,1.1,0.6,1.6,0.51,0.531,0.474,0.733
michael sweetney,2003,mike sweetney,https://www.sports-reference.com/cbb/players/mike-sweetney-1.html,slug_search,100.0,Georgetown,Big East,2002-03,34.0,34.0,32.4,22.8,10.4,1.9,1.5,3.2,2.1,0.547,0.55,0.0,0.738
mo williams,2003,mo williams,https://www.sports-reference.com/cbb/players/mo-williams-1.html,slug_search,100.0,Alabama,SEC,2002-03,29.0,29.0,35.8,16.4,3.9,3.9,1.2,0.2,3.0,0.431,0.539,0.317,0.838
nick collison,2003,nick collison,https://www.sports-reference.com/cbb/players/nick-collison-1.html,slug_search,100.0,Kansas,Big 12,2002-03,38.0,38.0,32.4,18.5,10.0,2.2,1.2,1.9,2.4,0.554,0.571,0.342,0.635
reece gaines,2003,reece gaines,https://www.sports-reference.com/cbb/players/reece-gaines-1.html,slug_search,100.0,Louisville,CUSA,2002-03,32.0,32.0,32.2,17.9,2.9,5.0,1.7,0.1,3.0,0.462,0.534,0.391,0.736
rick rickert,2003,rick rickert,https://www.sports-reference.com/cbb/players/rick-rickert-1.html,slug_search,100.0,Minnesota,Big Ten,2002-03,32.0,31.0,30.8,15.6,6.2,1.2,0.8,0.8,2.1,0.442,0.477,0.353,0.682
steve blake,2003,steve blake,https://www.sports-reference.com/cbb/players/steve-blake-1.html,slug_search,100.0,Maryland,ACC,2002-03,31.0,31.0,32.5,11.6,3.7,7.1,1.6,0.2,3.2,0.415,0.413,0.416,0.819
t j ford,2003,t j ford,https://www.sports-reference.com/cbb/players/tj-ford-1.html,slug_search,100.0,Texas,Big 12,2002-03,33.0,33.0,33.6,15.0,3.9,7.7,2.0,0.2,3.2,0.401,0.429,0.265,0.82
tommy smith,2003,tommy smith,https://www.sports-reference.com/cbb/players/tommy-smith-1.html,slug_search,100.0,Arizona St.,Pac-10,2002-03,32.0,32.0,29.1,11.2,6.2,2.7,0.9,2.2,3.0,0.493,0.507,0.278,0.574
travis hansen,2003,travis hansen,https://www.sports-reference.com/cbb/players/travis-hansen-1.html,slug_search,100.0,BYU,MWC,2002-03,32.0,32.0,32.0,16.8,4.8,2.4,0.9,0.6,2.6,0.441,0.48,0.34,0.799
troy bell,2003,troy bell,https://www.sports-reference.com/cbb/players/troy-bell-1.html,slug_search,100.0,Boston College,Big East,2002-03,31.0,31.0,38.6,25.2,4.6,3.7,2.3,0.2,2.5,0.441,0.484,0.402,0.847
willie green,2003,willie green,https://www.sports-reference.com/cbb/players/willie-green-1.html,slug_search,100.0,Detroit Mercy,Horizon,2002-03,30.0,30.0,34.0,22.6,4.9,2.5,1.3,0.4,2.3,0.49,0.519,0.374,0.805
andre emmett,2004,andre emmett,https://www.sports-reference.com/cbb/players/andre-emmett-1.html,slug_search,100.0,Texas Tech,Big 12,2003-04,34.0,33.0,37.0,20.6,6.6,1.8,1.3,0.3,2.1,0.526,0.543,0.356,0.73
andre iguodala,2004,andre iguodala,https://www.sports-reference.com/cbb/players/andre-iguodala-1.html,slug_search,100.0,Arizona,Pac-10,2003-04,30.0,30.0,32.1,12.9,8.4,4.9,1.6,0.4,2.8,0.45,0.493,0.315,0.788
antonio burks,2004,antonio burks,https://www.sports-reference.com/cbb/players/antonio-burks-1.html,slug_search,100.0,Memphis,CUSA,2003-04,30.0,30.0,34.3,16.0,3.2,5.5,2.4,0.2,2.5,0.474,0.511,0.413,0.632
ben gordon,2004,ben gordon,https://www.sports-reference.com/cbb/players/ben-gordon-1.html,slug_search,100.0,UConn,Big East,2003-04,39.0,39.0,34.5,18.5,4.7,4.5,1.4,0.2,2.8,0.434,0.434,0.433,0.829
bernard robinson,2004,bernard robinson,https://www.sports-reference.com/cbb/players/bernard-robinson-1.html,slug_search,100.0,Michigan,Big Ten,2003-04,34.0,33.0,32.2,12.1,5.7,3.8,1.9,0.3,2.7,0.432,0.477,0.25,0.77
blake stepp,2004,blake stepp,https://www.sports-reference.com/cbb/players/blake-stepp-1.html,slug_search,100.0,Gonzaga,WCC,2003-04,31.0,31.0,34.4,14.6,4.6,6.7,1.2,0.1,3.0,0.431,0.525,0.376,0.83
chris duhon,2004,chris duhon,https://www.sports-reference.com/cbb/players/chris-duhon-1.html,slug_search,100.0,Duke,ACC,2003-04,37.0,37.0,35.4,10.0,4.1,6.1,2.2,0.2,2.8,0.448,0.514,0.302,0.722
david harrison,2004,david harrison,https://www.sports-reference.com/cbb/players/david-harrison-1.html,slug_search,100.0,Colorado,Big 12,2003-04,29.0,28.0,31.6,17.1,8.8,0.9,0.6,2.9,2.7,0.631,0.633,0.0,0.539
delonte west,2004,delonte west,https://www.sports-reference.com/cbb/players/delonte-west-1.html,slug_search,100.0,Saint Joseph's,A-10,2003-04,32.0,32.0,33.5,18.9,5.4,4.7,1.7,0.2,2.6,0.51,0.557,0.412,0.892
devin harris,2004,devin harris,https://www.sports-reference.com/cbb/players/devin-harris-1.html,slug_search,100.0,Wisconsin,Big Ten,2003-04,32.0,32.0,36.3,19.5,4.3,4.4,1.8,0.1,2.1,0.459,0.54,0.373,0.792
emeka okafor,2004,emeka okafor,https://www.sports-reference.com/cbb/players/emeka-okafor-1.html,slug_search,100.0,UConn,Big East,2003-04,36.0,36.0,32.4,17.6,11.5,1.0,1.0,4.1,2.3,0.599,0.599,,0.518
jackson vroman,2004,jackson vroman,https://www.sports-reference.com/cbb/players/jackson-vroman-1.html,slug_search,100.0,Iowa St.,Big 12,2003-04,32.0,31.0,30.7,13.9,9.6,2.3,1.4,0.7,3.2,0.564,0.573,0.143,0.507
jameer nelson,2004,jameer nelson,https://www.sports-reference.com/cbb/players/jameer-nelson-1.html,slug_search,100.0,Saint Joseph's,A-10,2003-04,32.0,32.0,33.9,20.6,4.7,5.3,2.8,0.0,2.8,0.475,0.526,0.39,0.792
josh childress,2004,josh childress,https://www.sports-reference.com/cbb/players/josh-childress-1.html,slug_search,100.0,Stanford,Pac-10,2003-04,23.0,18.0,29.8,15.7,7.5,2.7,0.9,1.6,2.2,0.488,0.536,0.395,0.821
justin reed,2004,justin reed,https://www.sports-reference.com/cbb/players/justin-reed-1.html,slug_search,100.0,Ole Miss,SEC,2003-04,28.0,27.0,33.5,18.5,7.5,1.5,0.7,0.8,3.0,0.464,0.501,0.237,0.731
kevin martin,2004,kevin martin,https://www.sports-reference.com/cbb/players/kevin-martin-1.html,slug_search,100.0,Western Caro.,Southern,2003-04,27.0,27.0,31.2,24.9,4.8,1.7,1.9,0.3,3.1,0.474,0.547,0.336,0.817
kirk snyder,2004,kirk snyder,https://www.sports-reference.com/cbb/players/kirk-snyder-1.html,slug_search,100.0,Nevada,WAC,2003-04,34.0,33.0,31.7,18.8,5.7,3.4,1.0,0.6,3.5,0.431,0.47,0.348,0.731
kris humphries,2004,kris humphries,https://www.sports-reference.com/cbb/players/kris-humphries-1.html,slug_search,100.0,Minnesota,Big Ten,2003-04,29.0,28.0,34.1,21.7,10.1,0.7,0.9,1.1,2.8,0.444,0.455,0.34,0.742
lionel chalmers,2004,lionel chalmers,https://www.sports-reference.com/cbb/players/lionel-chalmers-1.html,slug_search,100.0,Xavier,A-10,2003-04,37.0,37.0,34.9,16.6,3.3,3.2,1.1,0.0,2.8,0.449,0.498,0.409,0.709
luis flores,2004,luis flores,https://www.sports-reference.com/cbb/players/luis-flores-1.html,slug_search,100.0,Manhattan,MAAC,2003-04,31.0,31.0,36.2,24.0,3.9,1.6,1.9,0.1,2.4,0.442,0.478,0.374,0.863
luke jackson,2004,luke jackson,https://www.sports-reference.com/cbb/players/luke-jackson-1.html,slug_search,100.0,Oregon,Pac-10,2003-04,31.0,31.0,34.6,21.2,7.2,4.5,1.3,0.2,3.0,0.488,0.519,0.44,0.862
luol deng,2004,luol deng,https://www.sports-reference.com/cbb/players/luol-deng-1.html,slug_search,100.0,Duke,ACC,2003-04,37.0,32.0,31.1,15.1,6.9,1.8,1.3,1.1,2.2,0.476,0.515,0.36,0.71
