name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,birth_date_confidence,age_validation_status
perry ellis,2016,999.0,1993-09-14,2016-06-23,22.773,nba_api_commonplayerinfo,high,valid_nba_api
ron baker,2016,999.0,1993-03-30,2016-06-23,23.233,nba_api_commonplayerinfo,high,valid_nba_api
troy williams,2016,999.0,1994-12-30,2016-06-23,21.481,nba_api_commonplayerinfo,high,valid_nba_api
wayne selden,2016,999.0,1994-09-30,2016-06-23,21.73,nba_api_commonplayerinfo,high,valid_nba_api
markelle fultz,2017,1.0,1998-05-29,2017-06-22,19.066,nba_api_commonplayerinfo,high,valid_nba_api
lonzo ball,2017,2.0,1997-10-27,2017-06-22,19.652,nba_api_commonplayerinfo,high,valid_nba_api
jayson tatum,2017,3.0,1998-03-03,2017-06-22,19.305,nba_api_commonplayerinfo,high,valid_nba_api
josh jackson,2017,4.0,1997-02-10,2017-06-22,20.361,nba_api_commonplayerinfo,high,valid_nba_api
de aaron fox,2017,5.0,1997-12-20,2017-06-22,19.504,nba_api_commonplayerinfo,high,valid_nba_api
jonathan isaac,2017,6.0,1997-10-03,2017-06-22,19.718,nba_api_commonplayerinfo,high,valid_nba_api
lauri markkanen,2017,7.0,1997-05-22,2017-06-22,20.085,nba_api_commonplayerinfo,high,valid_nba_api
frank ntilikina,2017,8.0,1998-07-28,2017-06-22,18.902,nba_api_commonplayerinfo,high,valid_nba_api
dennis smith,2017,9.0,1997-11-25,2017-06-22,19.573,nba_api_commonplayerinfo,high,valid_nba_api
zach collins,2017,10.0,1997-11-19,2017-06-22,19.589,nba_api_commonplayerinfo,high,valid_nba_api
malik monk,2017,11.0,1998-02-04,2017-06-22,19.379,nba_api_commonplayerinfo,high,valid_nba_api
luke kennard,2017,12.0,1996-06-24,2017-06-22,20.994,nba_api_commonplayerinfo,high,valid_nba_api
donovan mitchell,2017,13.0,1996-09-07,2017-06-22,20.789,nba_api_commonplayerinfo,high,valid_nba_api
bam adebayo,2017,14.0,1997-07-18,2017-06-22,19.929,nba_api_commonplayerinfo,high,valid_nba_api
justin jackson,2017,15.0,1995-03-28,2017-06-22,22.237,nba_api_commonplayerinfo,high,valid_nba_api
justin patton,2017,16.0,1997-06-14,2017-06-22,20.022,nba_api_commonplayerinfo,high,valid_nba_api
d j wilson,2017,17.0,1996-02-19,2017-06-22,21.339,nba_api_commonplayerinfo,high,valid_nba_api
t j leaf,2017,18.0,1997-04-30,2017-06-22,20.145,nba_api_commonplayerinfo,high,valid_nba_api
john collins,2017,19.0,1997-09-23,2017-06-22,19.745,nba_api_commonplayerinfo,high,valid_nba_api
harry giles,2017,20.0,1998-04-22,2017-06-22,19.168,nba_api_commonplayerinfo,high,valid_nba_api
terrance ferguson,2017,21.0,1998-05-17,2017-06-22,19.099,nba_api_commonplayerinfo,high,valid_nba_api
jarrett allen,2017,22.0,1998-04-21,2017-06-22,19.17,nba_api_commonplayerinfo,high,valid_nba_api
og anunoby,2017,23.0,1997-07-17,2017-06-22,19.932,nba_api_commonplayerinfo,high,valid_nba_api
tyler lydon,2017,24.0,1996-04-09,2017-06-22,21.202,nba_api_commonplayerinfo,high,valid_nba_api
anzejs pasecniks,2017,25.0,1995-12-20,2017-06-22,21.506,nba_api_commonplayerinfo,high,valid_nba_api
caleb swanigan,2017,26.0,1997-04-18,2017-06-22,20.178,nba_api_commonplayerinfo,high,valid_nba_api
kyle kuzma,2017,27.0,1995-07-24,2017-06-22,21.914,nba_api_commonplayerinfo,high,valid_nba_api
tony bradley,2017,28.0,1998-01-08,2017-06-22,19.452,nba_api_commonplayerinfo,high,valid_nba_api
derrick white,2017,29.0,1994-07-02,2017-06-22,22.973,nba_api_commonplayerinfo,high,valid_nba_api
josh hart,2017,30.0,1995-03-06,2017-06-22,22.297,nba_api_commonplayerinfo,high,valid_nba_api
frank jackson,2017,31.0,1998-05-04,2017-06-22,19.135,nba_api_commonplayerinfo,high,valid_nba_api
davon reed,2017,32.0,1995-06-11,2017-06-22,22.031,nba_api_commonplayerinfo,high,valid_nba_api
wes iwundu,2017,33.0,1994-12-20,2017-06-22,22.505,nba_api_commonplayerinfo,high,valid_nba_api
frank mason,2017,34.0,1994-04-03,2017-06-22,23.22,nba_api_commonplayerinfo,high,valid_nba_api
ivan rabb,2017,35.0,1997-02-04,2017-06-22,20.378,nba_api_commonplayerinfo,high,valid_nba_api
jonah bolden,2017,36.0,1996-01-02,2017-06-22,21.47,nba_api_commonplayerinfo,high,valid_nba_api
semi ojeleye,2017,37.0,1994-12-05,2017-06-22,22.546,nba_api_commonplayerinfo,high,valid_nba_api
jordan bell,2017,38.0,1995-01-07,2017-06-22,22.456,nba_api_commonplayerinfo,high,valid_nba_api
jawun evans,2017,39.0,1996-07-26,2017-06-22,20.906,nba_api_commonplayerinfo,high,valid_nba_api
dwayne bacon,2017,40.0,1995-08-30,2017-06-22,21.812,nba_api_commonplayerinfo,high,valid_nba_api
tyler dorsey,2017,41.0,1996-02-18,2017-06-22,21.342,nba_api_commonplayerinfo,high,valid_nba_api
thomas bryant,2017,42.0,1997-07-31,2017-06-22,19.893,nba_api_commonplayerinfo,high,valid_nba_api
isaiah hartenstein,2017,43.0,1998-05-05,2017-06-22,19.132,nba_api_commonplayerinfo,high,valid_nba_api
damyean dotson,2017,44.0,1994-05-06,2017-06-22,23.129,nba_api_commonplayerinfo,high,valid_nba_api
dillon brooks,2017,45.0,1996-01-22,2017-06-22,21.415,nba_api_commonplayerinfo,high,valid_nba_api
sterling brown,2017,46.0,1995-02-10,2017-06-22,22.363,nba_api_commonplayerinfo,high,valid_nba_api
ike anigbogu,2017,47.0,1998-10-16,2017-06-22,18.683,nba_api_commonplayerinfo,high,valid_nba_api
sindarius thornwell,2017,48.0,1994-11-15,2017-06-22,22.601,nba_api_commonplayerinfo,high,valid_nba_api
vlatko cancar,2017,49.0,1997-04-10,2017-06-22,20.2,nba_api_commonplayerinfo,high,valid_nba_api
mathias lessort,2017,50.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
monte morris,2017,51.0,1995-06-27,2017-06-22,21.988,nba_api_commonplayerinfo,high,valid_nba_api
edmond sumner,2017,52.0,1995-12-31,2017-06-22,21.476,nba_api_commonplayerinfo,high,valid_nba_api
kadeem allen,2017,53.0,1993-01-15,2017-06-22,24.433,nba_api_commonplayerinfo,high,valid_nba_api
alec peters,2017,54.0,1995-04-13,2017-06-22,22.193,nba_api_commonplayerinfo,high,valid_nba_api
nigel williams goss,2017,55.0,1994-09-16,2017-06-22,22.765,nba_api_commonplayerinfo,high,valid_nba_api
jabari bird,2017,56.0,1994-07-03,2017-06-22,22.971,nba_api_commonplayerinfo,high,valid_nba_api
sasha vezenkov,2017,57.0,1995-08-06,2017-06-22,21.878,nba_api_commonplayerinfo,high,valid_nba_api
ognjen jaramaz,2017,58.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
jaron blossomgame,2017,59.0,1993-09-16,2017-06-22,23.765,nba_api_commonplayerinfo,high,valid_nba_api
alpha kaba,2017,60.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
cameron oliver,2017,999.0,1996-07-11,2017-06-22,20.947,nba_api_commonplayerinfo,high,valid_nba_api
chris boucher,2017,999.0,1993-01-11,2017-06-22,24.444,nba_api_commonplayerinfo,high,valid_nba_api
derrick walton,2017,999.0,1995-04-03,2017-06-22,22.22,nba_api_commonplayerinfo,high,valid_nba_api
devin robinson,2017,999.0,1995-03-07,2017-06-22,22.294,nba_api_commonplayerinfo,high,valid_nba_api
hamidou diallo,2017,999.0,1998-07-31,2017-06-22,18.894,nba_api_commonplayerinfo,high,valid_nba_api
isaiah briscoe,2017,999.0,1996-04-13,2017-06-22,21.191,nba_api_commonplayerinfo,high,valid_nba_api
isaiah hicks,2017,999.0,1994-07-24,2017-06-22,22.913,nba_api_commonplayerinfo,high,valid_nba_api
j beachem,2017,999.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
jamel artis,2017,999.0,1993-01-12,2017-06-22,24.441,nba_api_commonplayerinfo,high,valid_nba_api
johnathan motley,2017,999.0,1995-05-04,2017-06-22,22.136,nba_api_commonplayerinfo,high,valid_nba_api
justin jackson umd,2017,999.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
kennedy meeks,2017,999.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
kobi simmons,2017,999.0,1997-07-04,2017-06-22,19.967,nba_api_commonplayerinfo,high,valid_nba_api
melo trimble,2017,999.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
moritz wagner,2017,999.0,1997-04-26,2017-06-22,20.156,nba_api_commonplayerinfo,high,valid_nba_api
nigel hayes,2017,999.0,,2017-06-22,,nba_api_commonplayerinfo,none,rejected_name_mismatch
omer yurtseven,2017,999.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
peter jok,2017,999.0,,2017-06-22,,common_player_info_error:KeyError,none,missing_birth_date
pj dozier,2017,999.0,1996-10-25,2017-06-22,20.657,nba_api_commonplayerinfo,high,valid_nba_api
rawle alkins,2017,999.0,1997-10-29,2017-06-22,19.647,nba_api_commonplayerinfo,high,valid_nba_api
svi mykhailiuk,2017,999.0,1997-06-10,2017-06-22,20.033,nba_api_commonplayerinfo,high,valid_nba_api
thomas welsh,2017,999.0,1996-02-03,2017-06-22,21.383,nba_api_commonplayerinfo,high,valid_nba_api
deandre ayton,2018,1.0,1998-07-23,2018-06-21,19.912,nba_api_commonplayerinfo,high,valid_nba_api
marvin bagley,2018,2.0,1999-03-14,2018-06-21,19.272,nba_api_commonplayerinfo,high,valid_nba_api
luka doncic,2018,3.0,1999-02-28,2018-06-21,19.31,nba_api_commonplayerinfo,high,valid_nba_api
jaren jackson,2018,4.0,1999-09-15,2018-06-21,18.765,nba_api_commonplayerinfo,high,valid_nba_api
trae young,2018,5.0,1998-09-19,2018-06-21,19.754,nba_api_commonplayerinfo,high,valid_nba_api
mo bamba,2018,6.0,1998-05-12,2018-06-21,20.11,nba_api_commonplayerinfo,high,valid_nba_api
wendell carter,2018,7.0,1999-04-16,2018-06-21,19.181,nba_api_commonplayerinfo,high,valid_nba_api
collin sexton,2018,8.0,1999-01-04,2018-06-21,19.461,nba_api_commonplayerinfo,high,valid_nba_api
kevin knox,2018,9.0,1999-08-11,2018-06-21,18.861,nba_api_commonplayerinfo,high,valid_nba_api
mikal bridges,2018,10.0,1996-08-30,2018-06-21,21.807,nba_api_commonplayerinfo,high,valid_nba_api
shai gilgeous alexander,2018,11.0,1998-07-12,2018-06-21,19.943,nba_api_commonplayerinfo,high,valid_nba_api
miles bridges,2018,12.0,1998-03-21,2018-06-21,20.252,nba_api_commonplayerinfo,high,valid_nba_api
jerome robinson,2018,13.0,1997-02-22,2018-06-21,21.325,nba_api_commonplayerinfo,high,valid_nba_api
michael porter,2018,14.0,1998-06-29,2018-06-21,19.978,nba_api_commonplayerinfo,high,valid_nba_api
troy brown,2018,15.0,1999-07-28,2018-06-21,18.899,nba_api_commonplayerinfo,high,valid_nba_api
zhaire smith,2018,16.0,1999-06-04,2018-06-21,19.047,nba_api_commonplayerinfo,high,valid_nba_api
donte divincenzo,2018,17.0,1997-01-31,2018-06-21,21.385,nba_api_commonplayerinfo,high,valid_nba_api
lonnie walker,2018,18.0,1998-12-14,2018-06-21,19.518,nba_api_commonplayerinfo,high,valid_nba_api
kevin huerter,2018,19.0,1998-08-27,2018-06-21,19.817,nba_api_commonplayerinfo,high,valid_nba_api
josh okogie,2018,20.0,1998-09-01,2018-06-21,19.803,nba_api_commonplayerinfo,high,valid_nba_api
grayson allen,2018,21.0,1995-10-08,2018-06-21,22.702,nba_api_commonplayerinfo,high,valid_nba_api
chandler hutchison,2018,22.0,1996-04-26,2018-06-21,22.152,nba_api_commonplayerinfo,high,valid_nba_api
aaron holiday,2018,23.0,1996-09-30,2018-06-21,21.722,nba_api_commonplayerinfo,high,valid_nba_api
anfernee simons,2018,24.0,1999-06-08,2018-06-21,19.036,nba_api_commonplayerinfo,high,valid_nba_api
moritz wagner,2018,25.0,1997-04-26,2018-06-21,21.153,nba_api_commonplayerinfo,high,valid_nba_api
landry shamet,2018,26.0,1997-03-13,2018-06-21,21.273,nba_api_commonplayerinfo,high,valid_nba_api
robert williams,2018,27.0,1997-10-17,2018-06-21,20.676,nba_api_commonplayerinfo,high,valid_nba_api
jacob evans,2018,28.0,1997-06-18,2018-06-21,21.008,nba_api_commonplayerinfo,high,valid_nba_api
dzanan musa,2018,29.0,1999-05-08,2018-06-21,19.121,nba_api_commonplayerinfo,high,valid_nba_api
omari spellman,2018,30.0,1997-07-21,2018-06-21,20.917,nba_api_commonplayerinfo,high,valid_nba_api
elie okobo,2018,31.0,1997-10-23,2018-06-21,20.66,nba_api_commonplayerinfo,high,valid_nba_api
jevon carter,2018,32.0,1995-09-14,2018-06-21,22.768,nba_api_commonplayerinfo,high,valid_nba_api
jalen brunson,2018,33.0,1996-08-31,2018-06-21,21.804,nba_api_commonplayerinfo,high,valid_nba_api
devonte graham,2018,34.0,1995-02-22,2018-06-21,23.326,nba_api_commonplayerinfo,high,valid_nba_api
melvin frazier,2018,35.0,1996-08-30,2018-06-21,21.807,nba_api_commonplayerinfo,high,valid_nba_api
mitchell robinson,2018,36.0,1998-04-01,2018-06-21,20.222,nba_api_commonplayerinfo,high,valid_nba_api
gary trent,2018,37.0,1999-01-18,2018-06-21,19.422,nba_api_commonplayerinfo,high,valid_nba_api
khyri thomas,2018,38.0,1996-05-08,2018-06-21,22.119,nba_api_commonplayerinfo,high,valid_nba_api
isaac bonga,2018,39.0,1999-11-08,2018-06-21,18.617,nba_api_commonplayerinfo,high,valid_nba_api
rodions kurucs,2018,40.0,1998-02-05,2018-06-21,20.372,nba_api_commonplayerinfo,high,valid_nba_api
jarred vanderbilt,2018,41.0,1999-04-03,2018-06-21,19.217,nba_api_commonplayerinfo,high,valid_nba_api
bruce brown,2018,42.0,1996-08-15,2018-06-21,21.848,nba_api_commonplayerinfo,high,valid_nba_api
justin jackson,2018,43.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
issuf sanon,2018,44.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
hamidou diallo,2018,45.0,1998-07-31,2018-06-21,19.89,nba_api_commonplayerinfo,high,valid_nba_api
de anthony melton,2018,46.0,1998-05-28,2018-06-21,20.066,nba_api_commonplayerinfo,high,valid_nba_api
svi mykhailiuk,2018,47.0,1997-06-10,2018-06-21,21.029,nba_api_commonplayerinfo,high,valid_nba_api
keita bates diop,2018,48.0,1996-01-23,2018-06-21,22.409,nba_api_commonplayerinfo,high,valid_nba_api
chimezie metu,2018,49.0,1997-03-22,2018-06-21,21.248,nba_api_commonplayerinfo,high,valid_nba_api
alize johnson,2018,50.0,1996-04-22,2018-06-21,22.163,nba_api_commonplayerinfo,high,valid_nba_api
tony carr,2018,51.0,1997-10-11,2018-06-21,20.693,nba_api_commonplayerinfo,high,valid_nba_api
vincent edwards,2018,52.0,1996-04-05,2018-06-21,22.209,nba_api_commonplayerinfo,high,valid_nba_api
devon hall,2018,53.0,1995-07-07,2018-06-21,22.957,nba_api_commonplayerinfo,high,valid_nba_api
shake milton,2018,54.0,1996-09-26,2018-06-21,21.733,nba_api_commonplayerinfo,high,valid_nba_api
arnoldas kulboka,2018,55.0,1998-01-04,2018-06-21,20.46,nba_api_commonplayerinfo,high,valid_nba_api
ray spalding,2018,56.0,1997-03-11,2018-06-21,21.279,nba_api_commonplayerinfo,high,valid_nba_api
kevin hervey,2018,57.0,1996-07-09,2018-06-21,21.949,nba_api_commonplayerinfo,high,valid_nba_api
thomas welsh,2018,58.0,1996-02-03,2018-06-21,22.379,nba_api_commonplayerinfo,high,valid_nba_api
george king,2018,59.0,1994-01-15,2018-06-21,24.43,nba_api_commonplayerinfo,high,valid_nba_api
kostas antetokounmpo,2018,60.0,1997-11-20,2018-06-21,20.583,nba_api_commonplayerinfo,high,valid_nba_api
allonzo trier,2018,999.0,1996-01-17,2018-06-21,22.426,nba_api_commonplayerinfo,high,valid_nba_api
austin wiley,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
billy preston,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
brandon mccoy,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
brian bowen,2018,999.0,1998-10-02,2018-06-21,19.718,nba_api_commonplayerinfo,high,valid_nba_api
bruno fernando,2018,999.0,1998-08-15,2018-06-21,19.849,nba_api_commonplayerinfo,high,valid_nba_api
caleb martin,2018,999.0,1995-09-28,2018-06-21,22.73,nba_api_commonplayerinfo,high,valid_nba_api
carsen edwards,2018,999.0,1998-03-12,2018-06-21,20.277,nba_api_commonplayerinfo,high,valid_nba_api
cody martin,2018,999.0,1995-09-28,2018-06-21,22.73,nba_api_commonplayerinfo,high,valid_nba_api
isaac haas,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
jaylen barford,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
jaylen hands,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
jontay porter,2018,999.0,1999-11-15,2018-06-21,18.598,nba_api_commonplayerinfo,high,valid_nba_api
keenan evans,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
kenrich williams,2018,999.0,1994-12-02,2018-06-21,23.551,nba_api_commonplayerinfo,high,valid_nba_api
kris wilkes,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
malik newman,2018,999.0,1997-02-21,2018-06-21,21.328,nba_api_commonplayerinfo,high,valid_nba_api
pj washington,2018,999.0,1998-08-23,2018-06-21,19.828,nba_api_commonplayerinfo,high,valid_nba_api
rawle alkins,2018,999.0,1997-10-29,2018-06-21,20.643,nba_api_commonplayerinfo,high,valid_nba_api
sagaba konate,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
theo pinson,2018,999.0,1995-11-05,2018-06-21,22.626,nba_api_commonplayerinfo,high,valid_nba_api
trevon duval,2018,999.0,1998-08-03,2018-06-21,19.882,nba_api_commonplayerinfo,high,valid_nba_api
tyus battle,2018,999.0,,2018-06-21,,common_player_info_error:KeyError,none,missing_birth_date
udoka azubuike,2018,999.0,1999-09-17,2018-06-21,18.76,nba_api_commonplayerinfo,high,valid_nba_api
yante maten,2018,999.0,1996-08-14,2018-06-21,21.851,nba_api_commonplayerinfo,high,valid_nba_api
zion williamson,2019,1.0,2000-07-06,2019-06-20,18.954,nba_api_commonplayerinfo,high,valid_nba_api
ja morant,2019,2.0,1999-08-10,2019-06-20,19.86,nba_api_commonplayerinfo,high,valid_nba_api
rj barrett,2019,3.0,2000-06-14,2019-06-20,19.014,nba_api_commonplayerinfo,high,valid_nba_api
de andre hunter,2019,4.0,1997-12-02,2019-06-20,21.547,nba_api_commonplayerinfo,high,valid_nba_api
darius garland,2019,5.0,2000-01-26,2019-06-20,19.398,nba_api_commonplayerinfo,high,valid_nba_api
jarrett culver,2019,6.0,1999-02-20,2019-06-20,20.329,nba_api_commonplayerinfo,high,valid_nba_api
coby white,2019,7.0,2000-02-16,2019-06-20,19.34,nba_api_commonplayerinfo,high,valid_nba_api
jaxson hayes,2019,8.0,2000-05-23,2019-06-20,19.075,nba_api_commonplayerinfo,high,valid_nba_api
rui hachimura,2019,9.0,1998-02-08,2019-06-20,21.361,nba_api_commonplayerinfo,high,valid_nba_api
cam reddish,2019,10.0,1999-09-01,2019-06-20,19.8,nba_api_commonplayerinfo,high,valid_nba_api
cameron johnson,2019,11.0,1996-03-03,2019-06-20,23.296,nba_api_commonplayerinfo,high,valid_nba_api
p j washington,2019,12.0,1998-08-23,2019-06-20,20.824,nba_api_commonplayerinfo,high,valid_nba_api
tyler herro,2019,13.0,2000-01-20,2019-06-20,19.414,nba_api_commonplayerinfo,high,valid_nba_api
romeo langford,2019,14.0,1999-10-25,2019-06-20,19.652,nba_api_commonplayerinfo,high,valid_nba_api
sekou doumbouya,2019,15.0,2000-12-23,2019-06-20,18.489,nba_api_commonplayerinfo,high,valid_nba_api
chuma okeke,2019,16.0,1998-08-18,2019-06-20,20.838,nba_api_commonplayerinfo,high,valid_nba_api
nickeil alexander walker,2019,17.0,1998-09-02,2019-06-20,20.797,nba_api_commonplayerinfo,high,valid_nba_api
goga bitadze,2019,18.0,1999-07-20,2019-06-20,19.918,nba_api_commonplayerinfo,high,valid_nba_api
luka samanic,2019,19.0,2000-01-09,2019-06-20,19.444,nba_api_commonplayerinfo,high,valid_nba_api
matisse thybulle,2019,20.0,1997-03-04,2019-06-20,22.294,nba_api_commonplayerinfo,high,valid_nba_api
brandon clarke,2019,21.0,1996-09-19,2019-06-20,22.749,nba_api_commonplayerinfo,high,valid_nba_api
grant williams,2019,22.0,1998-11-30,2019-06-20,20.553,nba_api_commonplayerinfo,high,valid_nba_api
darius bazley,2019,23.0,2000-06-12,2019-06-20,19.02,nba_api_commonplayerinfo,high,valid_nba_api
ty jerome,2019,24.0,1997-07-08,2019-06-20,21.949,nba_api_commonplayerinfo,high,valid_nba_api
nassir little,2019,25.0,2000-02-11,2019-06-20,19.354,nba_api_commonplayerinfo,high,valid_nba_api
dylan windler,2019,26.0,1996-09-22,2019-06-20,22.741,nba_api_commonplayerinfo,high,valid_nba_api
mfiondu kabengele,2019,27.0,1997-08-14,2019-06-20,21.848,nba_api_commonplayerinfo,high,valid_nba_api
jordan poole,2019,28.0,1999-06-19,2019-06-20,20.003,nba_api_commonplayerinfo,high,valid_nba_api
keldon johnson,2019,29.0,1999-10-11,2019-06-20,19.691,nba_api_commonplayerinfo,high,valid_nba_api
kevin porter,2019,30.0,2000-05-04,2019-06-20,19.127,nba_api_commonplayerinfo,high,valid_nba_api
nic claxton,2019,31.0,1999-04-17,2019-06-20,20.175,nba_api_commonplayerinfo,high,valid_nba_api
kz okpala,2019,32.0,1999-04-28,2019-06-20,20.145,nba_api_commonplayerinfo,high,valid_nba_api
carsen edwards,2019,33.0,1998-03-12,2019-06-20,21.273,nba_api_commonplayerinfo,high,valid_nba_api
bruno fernando,2019,34.0,1998-08-15,2019-06-20,20.846,nba_api_commonplayerinfo,high,valid_nba_api
didi louzada,2019,35.0,1999-07-02,2019-06-20,19.967,nba_api_commonplayerinfo,high,valid_nba_api
