name,draft_year,overall_pick,birth_date,draft_date,draft_age,birth_date_source,birth_date_confidence,age_validation_status
erick green,2013,46.0,1991-05-09,2013-06-27,22.136,nba_api_commonplayerinfo,high,valid_nba_api
raul neto,2013,47.0,1992-05-19,2013-06-27,21.106,nba_api_commonplayerinfo,high,valid_nba_api
ryan kelly,2013,48.0,1991-04-09,2013-06-27,22.218,nba_api_commonplayerinfo,high,valid_nba_api
erik murphy,2013,49.0,1990-10-26,2013-06-27,22.669,nba_api_commonplayerinfo,high,valid_nba_api
james ennis,2013,50.0,1990-07-01,2013-06-27,22.99,nba_api_commonplayerinfo,high,valid_nba_api
romero osby,2013,51.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
lorenzo brown,2013,52.0,1990-08-26,2013-06-27,22.836,nba_api_commonplayerinfo,high,valid_nba_api
colton iverson,2013,53.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
arsalan kazemi,2013,54.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
joffrey lauvergne,2013,55.0,1991-09-30,2013-06-27,21.741,nba_api_commonplayerinfo,high,valid_nba_api
peyton siva,2013,56.0,1990-10-24,2013-06-27,22.675,nba_api_commonplayerinfo,high,valid_nba_api
alex oriakhi,2013,57.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
deshaun thomas,2013,58.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
bojan dubljevic,2013,59.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
janis timma,2013,60.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
adonis thomas,2013,999.0,1993-03-25,2013-06-27,20.257,nba_api_commonplayerinfo,high,valid_nba_api
bj young,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
brandon davies,2013,999.0,1991-07-25,2013-06-27,21.925,nba_api_commonplayerinfo,high,valid_nba_api
brandon paul,2013,999.0,1991-04-30,2013-06-27,22.16,nba_api_commonplayerinfo,high,valid_nba_api
cj leslie,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
dewayne dedmon,2013,999.0,1989-08-12,2013-06-27,23.874,nba_api_commonplayerinfo,high,valid_nba_api
jackie carmichael,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
james southerland,2013,999.0,1990-04-28,2013-06-27,23.165,nba_api_commonplayerinfo,high,valid_nba_api
kenny kadji,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
myck kabongo,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
norvel pelle,2013,999.0,1993-02-03,2013-06-27,20.394,nba_api_commonplayerinfo,high,valid_nba_api
phil pressey,2013,999.0,1991-02-17,2013-06-27,22.357,nba_api_commonplayerinfo,high,valid_nba_api
richard howell,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
robert covington,2013,999.0,1990-12-14,2013-06-27,22.535,nba_api_commonplayerinfo,high,valid_nba_api
seth curry,2013,999.0,1990-08-23,2013-06-27,22.845,nba_api_commonplayerinfo,high,valid_nba_api
trevor mbakwe,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
vander blue,2013,999.0,1992-07-17,2013-06-27,20.945,nba_api_commonplayerinfo,high,valid_nba_api
will clyburn,2013,999.0,,2013-06-27,,common_player_info_error:KeyError,none,missing_birth_date
andrew wiggins,2014,1.0,1995-02-23,2014-06-26,19.337,nba_api_commonplayerinfo,high,valid_nba_api
jabari parker,2014,2.0,1995-03-15,2014-06-26,19.283,nba_api_commonplayerinfo,high,valid_nba_api
joel embiid,2014,3.0,1994-03-16,2014-06-26,20.279,nba_api_commonplayerinfo,high,valid_nba_api
aaron gordon,2014,4.0,1995-09-16,2014-06-26,18.776,nba_api_commonplayerinfo,high,valid_nba_api
dante exum,2014,5.0,1995-07-13,2014-06-26,18.954,nba_api_commonplayerinfo,high,valid_nba_api
marcus smart,2014,6.0,1994-03-06,2014-06-26,20.307,nba_api_commonplayerinfo,high,valid_nba_api
julius randle,2014,7.0,1994-11-29,2014-06-26,19.573,nba_api_commonplayerinfo,high,valid_nba_api
nik stauskas,2014,8.0,1993-10-07,2014-06-26,20.717,nba_api_commonplayerinfo,high,valid_nba_api
noah vonleh,2014,9.0,1995-08-24,2014-06-26,18.839,nba_api_commonplayerinfo,high,valid_nba_api
elfrid payton,2014,10.0,1994-02-22,2014-06-26,20.339,nba_api_commonplayerinfo,high,valid_nba_api
doug mcdermott,2014,11.0,1992-01-03,2014-06-26,22.478,nba_api_commonplayerinfo,high,valid_nba_api
dario saric,2014,12.0,1994-04-08,2014-06-26,20.216,nba_api_commonplayerinfo,high,valid_nba_api
zach lavine,2014,13.0,1995-03-10,2014-06-26,19.296,nba_api_commonplayerinfo,high,valid_nba_api
t j warren,2014,14.0,1993-09-05,2014-06-26,20.805,nba_api_commonplayerinfo,high,valid_nba_api
adreian payne,2014,15.0,1991-02-19,2014-06-26,23.348,nba_api_commonplayerinfo,high,valid_nba_api
jusuf nurkic,2014,16.0,1994-08-23,2014-06-26,19.841,nba_api_commonplayerinfo,high,valid_nba_api
james young,2014,17.0,1995-08-16,2014-06-26,18.861,nba_api_commonplayerinfo,high,valid_nba_api
tyler ennis,2014,18.0,1994-08-24,2014-06-26,19.838,nba_api_commonplayerinfo,high,valid_nba_api
gary harris,2014,19.0,1994-09-14,2014-06-26,19.781,nba_api_commonplayerinfo,high,valid_nba_api
bruno caboclo,2014,20.0,1995-09-21,2014-06-26,18.762,nba_api_commonplayerinfo,high,valid_nba_api
mitch mcgary,2014,21.0,1992-06-06,2014-06-26,22.053,nba_api_commonplayerinfo,high,valid_nba_api
jordan adams,2014,22.0,1994-07-08,2014-06-26,19.967,nba_api_commonplayerinfo,high,valid_nba_api
rodney hood,2014,23.0,1992-10-20,2014-06-26,21.681,nba_api_commonplayerinfo,high,valid_nba_api
shabazz napier,2014,24.0,1991-07-14,2014-06-26,22.951,nba_api_commonplayerinfo,high,valid_nba_api
clint capela,2014,25.0,1994-05-18,2014-06-26,20.107,nba_api_commonplayerinfo,high,valid_nba_api
pj hairston,2014,26.0,1992-12-24,2014-06-26,21.503,nba_api_commonplayerinfo,high,valid_nba_api
bogdan bogdanovic,2014,27.0,1992-08-18,2014-06-26,21.854,nba_api_commonplayerinfo,high,valid_nba_api
c j wilcox,2014,28.0,1990-12-30,2014-06-26,23.488,nba_api_commonplayerinfo,high,valid_nba_api
josh huestis,2014,29.0,1991-12-19,2014-06-26,22.519,nba_api_commonplayerinfo,high,valid_nba_api
kyle anderson,2014,30.0,1993-09-20,2014-06-26,20.764,nba_api_commonplayerinfo,high,valid_nba_api
damien inglis,2014,31.0,1995-05-20,2014-06-26,19.102,nba_api_commonplayerinfo,high,valid_nba_api
kj mcdaniels,2014,32.0,1993-02-09,2014-06-26,21.374,nba_api_commonplayerinfo,high,valid_nba_api
joe harris,2014,33.0,1991-09-06,2014-06-26,22.804,nba_api_commonplayerinfo,high,valid_nba_api
cleanthony early,2014,34.0,1991-04-17,2014-06-26,23.192,nba_api_commonplayerinfo,high,valid_nba_api
jarnell stokes,2014,35.0,1994-01-07,2014-06-26,20.465,nba_api_commonplayerinfo,high,valid_nba_api
johnny o bryant,2014,36.0,1993-06-01,2014-06-26,21.068,nba_api_commonplayerinfo,high,valid_nba_api
deandre daniels,2014,37.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
spencer dinwiddie,2014,38.0,1993-04-06,2014-06-26,21.221,nba_api_commonplayerinfo,high,valid_nba_api
jerami grant,2014,39.0,1994-03-12,2014-06-26,20.29,nba_api_commonplayerinfo,high,valid_nba_api
glenn robinson,2014,40.0,1994-01-08,2014-06-26,20.463,nba_api_commonplayerinfo,high,valid_nba_api
nikola jokic,2014,41.0,1995-02-19,2014-06-26,19.348,nba_api_commonplayerinfo,high,valid_nba_api
nick johnson,2014,42.0,1992-12-22,2014-06-26,21.509,nba_api_commonplayerinfo,high,valid_nba_api
edy tavares,2014,43.0,1992-03-22,2014-06-26,22.261,nba_api_commonplayerinfo,high,valid_nba_api
markel brown,2014,44.0,1992-01-29,2014-06-26,22.407,nba_api_commonplayerinfo,high,valid_nba_api
dwight powell,2014,45.0,1991-07-20,2014-06-26,22.935,nba_api_commonplayerinfo,high,valid_nba_api
jordan clarkson,2014,46.0,1992-06-07,2014-06-26,22.051,nba_api_commonplayerinfo,high,valid_nba_api
russ smith,2014,47.0,1991-04-19,2014-06-26,23.187,nba_api_commonplayerinfo,high,valid_nba_api
lamar patterson,2014,48.0,1991-08-12,2014-06-26,22.872,nba_api_commonplayerinfo,high,valid_nba_api
cameron bairstow,2014,49.0,1990-12-07,2014-06-26,23.551,nba_api_commonplayerinfo,high,valid_nba_api
alec brown,2014,50.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
thanasis antetokounmpo,2014,51.0,1992-07-18,2014-06-26,21.938,nba_api_commonplayerinfo,high,valid_nba_api
vasilije micic,2014,52.0,1994-01-13,2014-06-26,20.449,nba_api_commonplayerinfo,high,valid_nba_api
alessandro gentile,2014,53.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
nemanja dangubic,2014,54.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
semaj christon,2014,55.0,1992-11-01,2014-06-26,21.648,nba_api_commonplayerinfo,high,valid_nba_api
devyn marble,2014,56.0,1992-09-21,2014-06-26,21.76,nba_api_commonplayerinfo,high,valid_nba_api
louis labeyrie,2014,57.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jordan mcrae,2014,58.0,1991-03-28,2014-06-26,23.247,nba_api_commonplayerinfo,high,valid_nba_api
xavier thames,2014,59.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
cory jefferson,2014,60.0,1990-12-26,2014-06-26,23.499,nba_api_commonplayerinfo,high,valid_nba_api
aaron craft,2014,999.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
alex kirk,2014,999.0,1991-11-14,2014-06-26,22.615,nba_api_commonplayerinfo,high,valid_nba_api
c j fair,2014,999.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
deonte burton,2014,999.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
jabari brown,2014,999.0,1992-12-18,2014-06-26,21.52,nba_api_commonplayerinfo,high,valid_nba_api
james mcadoo,2014,999.0,,2014-06-26,,nba_api_commonplayerinfo,none,rejected_name_mismatch
jordan bachynski,2014,999.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
kendall williams,2014,999.0,,2014-06-26,,common_player_info_error:KeyError,none,missing_birth_date
khem birch,2014,999.0,1992-09-28,2014-06-26,21.741,nba_api_commonplayerinfo,high,valid_nba_api
laquinton ross,2014,999.0,1991-11-18,2014-06-26,22.604,wikidata_fallback,medium,valid_wikidata_fallback
melvin ejim,2014,999.0,1991-03-04,2014-06-26,23.313,wikidata_fallback,medium,valid_wikidata_fallback
patric young,2014,999.0,1992-02-01,2014-06-26,22.398,wikidata_fallback,medium,valid_wikidata_fallback
sean kilpatrick,2014,999.0,1990-01-06,2014-06-26,24.468,nba_api_commonplayerinfo,high,valid_nba_api
karl anthony towns,2015,1.0,1995-11-15,2015-06-25,19.608,nba_api_commonplayerinfo,high,valid_nba_api
d angelo russell,2015,2.0,1996-02-23,2015-06-25,19.335,nba_api_commonplayerinfo,high,valid_nba_api
jahlil okafor,2015,3.0,1995-12-15,2015-06-25,19.526,nba_api_commonplayerinfo,high,valid_nba_api
kristaps porzingis,2015,4.0,1995-08-02,2015-06-25,19.896,nba_api_commonplayerinfo,high,valid_nba_api
mario hezonja,2015,5.0,1995-02-25,2015-06-25,20.329,nba_api_commonplayerinfo,high,valid_nba_api
willie cauley stein,2015,6.0,1993-08-18,2015-06-25,21.851,nba_api_commonplayerinfo,high,valid_nba_api
emmanuel mudiay,2015,7.0,1996-03-05,2015-06-25,19.305,nba_api_commonplayerinfo,high,valid_nba_api
stanley johnson,2015,8.0,1996-05-29,2015-06-25,19.072,nba_api_commonplayerinfo,high,valid_nba_api
frank kaminsky,2015,9.0,1993-04-04,2015-06-25,22.223,nba_api_commonplayerinfo,high,valid_nba_api
justise winslow,2015,10.0,1996-03-26,2015-06-25,19.247,nba_api_commonplayerinfo,high,valid_nba_api
myles turner,2015,11.0,1996-03-24,2015-06-25,19.253,nba_api_commonplayerinfo,high,valid_nba_api
trey lyles,2015,12.0,1995-11-05,2015-06-25,19.636,nba_api_commonplayerinfo,high,valid_nba_api
devin booker,2015,13.0,1996-10-30,2015-06-25,18.65,nba_api_commonplayerinfo,high,valid_nba_api
cameron payne,2015,14.0,1994-08-08,2015-06-25,20.879,nba_api_commonplayerinfo,high,valid_nba_api
kelly oubre,2015,15.0,1995-12-09,2015-06-25,19.543,nba_api_commonplayerinfo,high,valid_nba_api
terry rozier,2015,16.0,1994-03-17,2015-06-25,21.273,nba_api_commonplayerinfo,high,valid_nba_api
rashad vaughn,2015,17.0,1996-08-16,2015-06-25,18.856,nba_api_commonplayerinfo,high,valid_nba_api
sam dekker,2015,18.0,1994-05-06,2015-06-25,21.136,nba_api_commonplayerinfo,high,valid_nba_api
jerian grant,2015,19.0,1992-10-09,2015-06-25,22.708,nba_api_commonplayerinfo,high,valid_nba_api
delon wright,2015,20.0,1992-04-26,2015-06-25,23.162,nba_api_commonplayerinfo,high,valid_nba_api
justin anderson,2015,21.0,1993-11-19,2015-06-25,21.596,nba_api_commonplayerinfo,high,valid_nba_api
bobby portis,2015,22.0,1995-02-10,2015-06-25,20.37,nba_api_commonplayerinfo,high,valid_nba_api
rondae hollis jefferson,2015,23.0,1995-01-03,2015-06-25,20.474,nba_api_commonplayerinfo,high,valid_nba_api
tyus jones,2015,24.0,1996-05-10,2015-06-25,19.124,nba_api_commonplayerinfo,high,valid_nba_api
jarell martin,2015,25.0,1994-05-24,2015-06-25,21.087,nba_api_commonplayerinfo,high,valid_nba_api
nikola milutinov,2015,26.0,1994-12-30,2015-06-25,20.485,wikidata_fallback,medium,valid_wikidata_fallback
larry nance,2015,27.0,1993-01-01,2015-06-25,22.478,nba_api_commonplayerinfo,high,valid_nba_api
rj hunter,2015,28.0,1993-10-24,2015-06-25,21.667,nba_api_commonplayerinfo,high,valid_nba_api
chris mccullough,2015,29.0,1995-02-05,2015-06-25,20.383,nba_api_commonplayerinfo,high,valid_nba_api
kevon looney,2015,30.0,1996-02-06,2015-06-25,19.381,nba_api_commonplayerinfo,high,valid_nba_api
cedi osman,2015,31.0,1995-04-08,2015-06-25,20.214,nba_api_commonplayerinfo,high,valid_nba_api
montrezl harrell,2015,32.0,1994-01-26,2015-06-25,21.41,nba_api_commonplayerinfo,high,valid_nba_api
jordan mickey,2015,33.0,1994-07-09,2015-06-25,20.961,nba_api_commonplayerinfo,high,valid_nba_api
anthony brown,2015,34.0,1992-10-10,2015-06-25,22.705,nba_api_commonplayerinfo,high,valid_nba_api
willy hernangomez,2015,35.0,1994-05-27,2015-06-25,21.079,nba_api_commonplayerinfo,high,valid_nba_api
rakeem christmas,2015,36.0,1991-12-01,2015-06-25,23.565,nba_api_commonplayerinfo,high,valid_nba_api
richaun holmes,2015,37.0,1993-10-15,2015-06-25,21.692,nba_api_commonplayerinfo,high,valid_nba_api
darrun hilliard,2015,38.0,1993-04-13,2015-06-25,22.198,nba_api_commonplayerinfo,high,valid_nba_api
juan pablo vaulet,2015,39.0,1996-03-22,2015-06-25,19.258,wikidata_fallback,medium,valid_wikidata_fallback
josh richardson,2015,40.0,1993-09-15,2015-06-25,21.774,nba_api_commonplayerinfo,high,valid_nba_api
pat connaughton,2015,41.0,1993-01-06,2015-06-25,22.464,nba_api_commonplayerinfo,high,valid_nba_api
olivier hanlan,2015,42.0,1993-02-15,2015-06-25,22.355,wikidata_fallback,medium,valid_wikidata_fallback
joe young,2015,43.0,1992-06-27,2015-06-25,22.992,nba_api_commonplayerinfo,high,valid_nba_api
andrew harrison,2015,44.0,1994-10-28,2015-06-25,20.657,nba_api_commonplayerinfo,high,valid_nba_api
marcus thornton,2015,45.0,1987-06-05,2015-06-25,28.055,wikidata_fallback,medium,valid_wikidata_fallback
norman powell,2015,46.0,1993-05-25,2015-06-25,22.084,nba_api_commonplayerinfo,high,valid_nba_api
arturas gudaitis,2015,47.0,1993-06-19,2015-06-25,22.015,wikidata_fallback,medium,valid_wikidata_fallback
dakari johnson,2015,48.0,1995-09-22,2015-06-25,19.756,nba_api_commonplayerinfo,high,valid_nba_api
aaron white,2015,49.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
marcus eriksson,2015,50.0,1993-12-05,2015-06-25,21.552,nba_api_commonplayerinfo,high,valid_nba_api
tyler harvey,2015,51.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
satnam singh,2015,52.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
sir dominic pointer,2015,53.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
daniel diez,2015,54.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
cady lalanne,2015,55.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
branden dawson,2015,56.0,1993-02-01,2015-06-25,22.393,nba_api_commonplayerinfo,high,valid_nba_api
nikola radicevic,2015,57.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
jp tokoto,2015,58.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
dimitrios agravanis,2015,59.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
luka mitrovic,2015,60.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
aaron harrison,2015,999.0,1994-10-28,2015-06-25,20.657,nba_api_commonplayerinfo,high,valid_nba_api
alan williams,2015,999.0,1993-01-28,2015-06-25,22.404,nba_api_commonplayerinfo,high,valid_nba_api
brandon ashley,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
chasson randle,2015,999.0,1993-02-05,2015-06-25,22.382,nba_api_commonplayerinfo,high,valid_nba_api
chris walker,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
christian wood,2015,999.0,1995-09-27,2015-06-25,19.743,nba_api_commonplayerinfo,high,valid_nba_api
cliff alexander,2015,999.0,1995-11-16,2015-06-25,19.606,nba_api_commonplayerinfo,high,valid_nba_api
corey hawkins,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
dez wells,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
jonathan holmes,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
keifer sykes,2015,999.0,1993-12-30,2015-06-25,21.484,nba_api_commonplayerinfo,high,valid_nba_api
michael frazier,2015,999.0,1994-03-08,2015-06-25,21.298,nba_api_commonplayerinfo,high,valid_nba_api
michael qualls,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
quinn cook,2015,999.0,1993-03-23,2015-06-25,22.256,nba_api_commonplayerinfo,high,valid_nba_api
robert upshaw,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
ryan boatright,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
terran petteway,2015,999.0,,2015-06-25,,common_player_info_error:KeyError,none,missing_birth_date
tj mcconnell,2015,999.0,1992-03-25,2015-06-25,23.25,nba_api_commonplayerinfo,high,valid_nba_api
treveon graham,2015,999.0,1993-10-28,2015-06-25,21.656,nba_api_commonplayerinfo,high,valid_nba_api
vince hunter,2015,999.0,,2015-06-25,,nba_api_commonplayerinfo,none,rejected_name_mismatch
ben simmons,2016,1.0,1996-07-20,2016-06-23,19.926,nba_api_commonplayerinfo,high,valid_nba_api
brandon ingram,2016,2.0,1997-09-02,2016-06-23,18.806,nba_api_commonplayerinfo,high,valid_nba_api
jaylen brown,2016,3.0,1996-10-24,2016-06-23,19.663,nba_api_commonplayerinfo,high,valid_nba_api
dragan bender,2016,4.0,1997-11-17,2016-06-23,18.598,nba_api_commonplayerinfo,high,valid_nba_api
kris dunn,2016,5.0,1994-03-18,2016-06-23,22.267,nba_api_commonplayerinfo,high,valid_nba_api
buddy hield,2016,6.0,1992-12-17,2016-06-23,23.515,nba_api_commonplayerinfo,high,valid_nba_api
jamal murray,2016,7.0,1997-02-23,2016-06-23,19.329,nba_api_commonplayerinfo,high,valid_nba_api
marquese chriss,2016,8.0,1997-07-02,2016-06-23,18.976,nba_api_commonplayerinfo,high,valid_nba_api
jakob poeltl,2016,9.0,1995-10-15,2016-06-23,20.69,nba_api_commonplayerinfo,high,valid_nba_api
thon maker,2016,10.0,1997-02-25,2016-06-23,19.324,nba_api_commonplayerinfo,high,valid_nba_api
domantas sabonis,2016,11.0,1996-05-03,2016-06-23,20.14,nba_api_commonplayerinfo,high,valid_nba_api
taurean prince,2016,12.0,1994-03-22,2016-06-23,22.256,nba_api_commonplayerinfo,high,valid_nba_api
georgios papagiannis,2016,13.0,1997-07-03,2016-06-23,18.973,nba_api_commonplayerinfo,high,valid_nba_api
denzel valentine,2016,14.0,1993-11-16,2016-06-23,22.601,nba_api_commonplayerinfo,high,valid_nba_api
juancho hernangomez,2016,15.0,1995-09-28,2016-06-23,20.736,nba_api_commonplayerinfo,high,valid_nba_api
guerschon yabusele,2016,16.0,1995-12-17,2016-06-23,20.517,nba_api_commonplayerinfo,high,valid_nba_api
wade baldwin,2016,17.0,1996-03-29,2016-06-23,20.235,nba_api_commonplayerinfo,high,valid_nba_api
henry ellenson,2016,18.0,1997-01-13,2016-06-23,19.441,nba_api_commonplayerinfo,high,valid_nba_api
malik beasley,2016,19.0,1996-11-26,2016-06-23,19.573,nba_api_commonplayerinfo,high,valid_nba_api
caris levert,2016,20.0,1994-08-25,2016-06-23,21.829,nba_api_commonplayerinfo,high,valid_nba_api
deandre bembry,2016,21.0,1994-07-04,2016-06-23,21.971,nba_api_commonplayerinfo,high,valid_nba_api
malachi richardson,2016,22.0,1996-01-05,2016-06-23,20.465,nba_api_commonplayerinfo,high,valid_nba_api
ante zizic,2016,23.0,1997-01-04,2016-06-23,19.466,nba_api_commonplayerinfo,high,valid_nba_api
timothe luwawu cabarrot,2016,24.0,1995-05-09,2016-06-23,21.125,nba_api_commonplayerinfo,high,valid_nba_api
brice johnson,2016,25.0,1994-06-27,2016-06-23,21.99,nba_api_commonplayerinfo,high,valid_nba_api
furkan korkmaz,2016,26.0,1997-07-24,2016-06-23,18.916,nba_api_commonplayerinfo,high,valid_nba_api
pascal siakam,2016,27.0,1994-04-02,2016-06-23,22.226,nba_api_commonplayerinfo,high,valid_nba_api
skal labissiere,2016,28.0,1996-03-18,2016-06-23,20.266,nba_api_commonplayerinfo,high,valid_nba_api
dejounte murray,2016,29.0,1996-09-19,2016-06-23,19.759,nba_api_commonplayerinfo,high,valid_nba_api
damian jones,2016,30.0,1995-06-30,2016-06-23,20.983,nba_api_commonplayerinfo,high,valid_nba_api
deyonta davis,2016,31.0,1996-12-02,2016-06-23,19.556,nba_api_commonplayerinfo,high,valid_nba_api
ivica zubac,2016,32.0,1997-03-18,2016-06-23,19.266,nba_api_commonplayerinfo,high,valid_nba_api
cheick diallo,2016,33.0,1996-09-13,2016-06-23,19.775,nba_api_commonplayerinfo,high,valid_nba_api
tyler ulis,2016,34.0,1996-01-05,2016-06-23,20.465,nba_api_commonplayerinfo,high,valid_nba_api
rade zagorac,2016,35.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
malcolm brogdon,2016,36.0,1992-12-11,2016-06-23,23.532,nba_api_commonplayerinfo,high,valid_nba_api
chinanu onuaku,2016,37.0,1996-11-01,2016-06-23,19.641,nba_api_commonplayerinfo,high,valid_nba_api
patrick mccaw,2016,38.0,1995-10-25,2016-06-23,20.663,nba_api_commonplayerinfo,high,valid_nba_api
david michineau,2016,39.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
diamond stone,2016,40.0,1997-02-10,2016-06-23,19.365,nba_api_commonplayerinfo,high,valid_nba_api
stephen zimmerman,2016,41.0,1996-09-09,2016-06-23,19.786,nba_api_commonplayerinfo,high,valid_nba_api
isaiah whitehead,2016,42.0,1995-03-08,2016-06-23,21.295,nba_api_commonplayerinfo,high,valid_nba_api
zhou qi,2016,43.0,1996-01-16,2016-06-23,20.435,nba_api_commonplayerinfo,high,valid_nba_api
isaia cordinier,2016,44.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
demetrius jackson,2016,45.0,1994-09-07,2016-06-23,21.793,nba_api_commonplayerinfo,high,valid_nba_api
aj hammons,2016,46.0,1992-08-27,2016-06-23,23.822,nba_api_commonplayerinfo,high,valid_nba_api
jake layman,2016,47.0,1994-03-07,2016-06-23,22.297,nba_api_commonplayerinfo,high,valid_nba_api
paul zipser,2016,48.0,1994-02-18,2016-06-23,22.344,nba_api_commonplayerinfo,high,valid_nba_api
michael gbinije,2016,49.0,1992-06-05,2016-06-23,24.049,nba_api_commonplayerinfo,high,valid_nba_api
georges niang,2016,50.0,1993-06-17,2016-06-23,23.017,nba_api_commonplayerinfo,high,valid_nba_api
ben bentil,2016,51.0,1995-03-29,2016-06-23,21.238,nba_api_commonplayerinfo,high,valid_nba_api
joel bolomboy,2016,52.0,1994-01-28,2016-06-23,22.401,nba_api_commonplayerinfo,high,valid_nba_api
petr cornelie,2016,53.0,1995-07-26,2016-06-23,20.912,nba_api_commonplayerinfo,high,valid_nba_api
kay felder,2016,54.0,1995-03-29,2016-06-23,21.238,nba_api_commonplayerinfo,high,valid_nba_api
marcus paige,2016,55.0,1993-09-11,2016-06-23,22.782,nba_api_commonplayerinfo,high,valid_nba_api
daniel hamilton,2016,56.0,1995-08-08,2016-06-23,20.876,nba_api_commonplayerinfo,high,valid_nba_api
wang zhelin,2016,57.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
abdel nader,2016,58.0,1993-09-25,2016-06-23,22.743,nba_api_commonplayerinfo,high,valid_nba_api
isaiah cousins,2016,59.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
tyrone wallace,2016,60.0,1994-06-10,2016-06-23,22.037,nba_api_commonplayerinfo,high,valid_nba_api
caleb swanigan,2016,999.0,1997-04-18,2016-06-23,19.181,nba_api_commonplayerinfo,high,valid_nba_api
cat barber,2016,999.0,1994-07-25,2016-06-23,21.914,nba_api_commonplayerinfo,high,valid_nba_api
dorian finney smith,2016,999.0,1993-05-04,2016-06-23,23.138,nba_api_commonplayerinfo,high,valid_nba_api
elgin cook,2016,999.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
gary payton,2016,999.0,1992-12-01,2016-06-23,23.559,nba_api_commonplayerinfo,high,valid_nba_api
jaron blossomgame,2016,999.0,1993-09-16,2016-06-23,22.768,nba_api_commonplayerinfo,high,valid_nba_api
jarrod uthoff,2016,999.0,1993-05-19,2016-06-23,23.097,nba_api_commonplayerinfo,high,valid_nba_api
josh hart,2016,999.0,1995-03-06,2016-06-23,21.3,nba_api_commonplayerinfo,high,valid_nba_api
justin jackson,2016,999.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
kyle wiltjer,2016,999.0,1992-10-20,2016-06-23,23.674,nba_api_commonplayerinfo,high,valid_nba_api
malik newman,2016,999.0,1997-02-21,2016-06-23,19.335,nba_api_commonplayerinfo,high,valid_nba_api
marcus lee,2016,999.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
melo trimble,2016,999.0,,2016-06-23,,common_player_info_error:KeyError,none,missing_birth_date
nigel hayes,2016,999.0,,2016-06-23,,nba_api_commonplayerinfo,none,rejected_name_mismatch
